SSIMY,SSIMCb,SSIMCr
11.8381,13.0762,14.0633
8.4741,8.94801,8.77023
5.2007,8.09244,10.5343
8.03533,10.7337,10.9809
9.43132,13.5465,9.42419
8.4741,8.94801,8.77023
5.88629,7.85589,9.74228
7.75522,8.60406,10.4803
6.5318,8.13928,10.6554
14.992,13.032,12.3546
19.5675,17.8418,17.4587
16.9588,15.4687,17.7862
11.8879,15.3971,17.1564
9.60634,12.0956,12.1128
3.97032,7.74403,10.6703
15.201,11.2246,10.8173
10.9207,12.9374,14.0913
10.7049,11.9641,11.9832
7.54767,8.45711,7.53206
11.0084,13.6829,14.7385
19.8089,16.1994,17.8018
10.5679,14.6972,10.3608
9.10143,10.6091,11.7856
10.1298,11.9142,12.3626
10.6892,13.0151,14.1393
18.1875,14.2057,14.8126
13.2223,8.71749,10.1286
12.3422,8.90254,9.78365
13.2451,12.9126,13.752
8.5186,11.747,12.7985
5.06066,10.6953,12.196
5.18848,9.32763,11.0988
3.36831,6.27869,5.30929
7.63358,6.36877,7.81215
5.37485,6.34165,6.52008
14.9109,15.3503,16.1974
4.14138,8.00292,10.5953
16.2199,11.054,10.545
7.08104,5.17774,6.84673
16.0409,11.4283,12.7897
10.9892,10.7689,13.4198
3.85768,8.96981,5.58933
13.4569,13.7535,15.9671
14.9712,16.8347,18.2951
15.0641,17.0533,17.5855
4.22427,10.3098,11.3483
12.7732,13.6347,14.1239
3.28496,7.05507,8.48107
3.6722,8.35585,11.1295
7.82625,9.65338,10.0478
11.6898,11.0984,11.4692
14.8757,13.7094,14.5593
7.53799,8.80583,10.153
4.02634,8.96177,5.58928
7.09439,12.0474,14.8511
14.1033,12.302,12.6461
5.18848,9.32763,11.0988
3.28496,7.05507,8.48107
4.24958,8.00706,10.5963
4.89943,8.28377,7.54437
11.2087,10.7858,10.8091
3.34141,11.1049,15.575
9.40559,11.153,13.0509
3.3948,10.1716,7.49326
4.91909,7.20696,7.65872
14.4124,17.4403,13.3396
5.86524,6.69813,5.9113
14.2304,8.27371,8.34617
12.4526,10.1751,11.83
5.49744,10.2611,10.6878
4.92315,7.82054,6.86423
5.33316,10.6862,12.1947
13.7904,11.8107,11.2518
3.36831,6.27869,5.30929
6.31196,8.94769,10.0485
3.53112,7.1254,7.7627
3.60754,6.32113,6.38334
8.48436,9.4769,12.2198
4.09735,6.47467,7.41832
4.09735,6.47467,7.41832
3.95402,7.1207,7.7678
3.78615,5.05136,6.0727
9.29233,13.9527,15.8021
4.6959,6.91816,7.80383
5.33653,8.15942,8.70979
3.3948,10.1716,7.49326
14.8859,7.99204,8.71506
3.10131,7.97759,8.45816
6.50668,6.3003,5.20928
5.92782,8.75345,12.8733
11.3701,10.2238,10.8128
4.53982,8.28074,7.53971
4.26459,5.08328,6.06164
16.6186,16.5564,17.1774
6.76724,11.1033,12.1412
5.86524,6.69813,5.9113
3.30293,9.28431,11.7509
3.47245,5.16183,6.51734
12.9972,15.4477,13.8354
3.40095,7.8025,10.2501
14.0502,11.3974,10.4252
2.51895,5.97495,11.3601
3.62431,11.4657,12.2602
3.1264,6.45739,7.37495
3.62431,11.4657,12.2602
4.22427,10.3098,11.3483
10.4219,6.81983,7.10618
13.5997,11.5688,12.2089
13.6964,11.6356,13.6399
7.47683,5.38081,6.89195
3.60754,6.32113,6.38334
13.4126,14.2341,15.113
4.83764,8.14648,10.3888
5.33653,8.15942,8.70979
7.3489,5.59214,5.49089
3.23513,0.46347,0.336195
7.58449,4.31489,4.99975
0.309434,0.0507327,0.0472272
12.21,9.06225,8.50675
7.61419,5.15268,4.69135
1.9309,0.466223,0.354467
11.7118,6.87561,6.38405
2.9656,0.777199,0.503662
7.00335,4.67699,4.75904
12.5972,8.83274,9.61675
4.24034,2.38591,2.10375
13.1997,9.65543,9.14071
12.4667,9.79895,9.61654
0.923473,0.129362,0.130878
8.67077,2.22553,2.26575
2.50476,1.12613,1.06973
9.09689,5.62504,5.1723
17.6467,8.82356,8.88238
0.215558,0.0537495,0.0471821
2.41643,0.898317,0.768632
7.07907,5.97755,5.667
0.213572,0.061372,0.047816
0.314202,0.0782992,0.0673758
3.26249,1.03601,0.875058
3.24159,0.942093,0.774558
6.26012,2.16466,1.88694
3.21443,1.20828,1.57603
1.8267,0.2565,0.219331
9.99965,5.05843,4.44448
8.4087,4.11021,3.72022
1.94422,0.495534,0.422654
0.146843,0.0533119,0.0459461
0.30101,0.0763641,0.0690105
8.51755,4.19973,3.72678
2.87903,0.347814,0.246677
9.19206,4.45639,3.84626
1.55127,0.499211,0.445494
1.50164,0.31198,0.246982
5.32024,2.37249,2.13822
0.178462,0.0509136,0.0441163
0.0799017,0.0488196,0.0427756
12.8738,9.04992,8.57289
1.48905,0.158375,0.155049
10.9195,5.91298,4.85113
9.2548,2.86761,2.7953
0.173239,0.0610767,0.0552279
11.4065,3.54531,2.93244
2.43662,0.421763,0.252398
1.59198,0.237481,0.226585
2.55292,0.45672,0.42498
0.137849,0.0488225,0.0436042
0.885379,0.121279,0.0830156
12.6505,9.38713,8.88888
7.18697,3.55672,3.18624
7.4665,3.55107,3.37554
0.254006,0.0549616,0.0517857
0.10751,0.0492187,0.0440475
16.4435,11.2301,10.3826
0.173817,0.0598297,0.070195
1.78356,0.140952,0.138929
3.23687,0.824541,0.685679
7.73255,3.45996,2.65986
12.2347,10.6774,10.1003
2.10441,0.473177,0.294732
0.307413,0.0604278,0.0553166
3.42546,2.53173,2.35638
6.43156,1.74466,1.53802
1.40564,0.848925,0.775341
6.57188,3.79202,3.49733
2.74694,0.986818,0.924374
7.15016,3.32458,2.37984
1.92873,0.346777,0.267754
3.4166,1.10859,0.961411
14.3521,13.1447,12.708
12.1558,7.7128,7.40462
0.269683,0.0825384,0.0746744
12.5671,9.80072,9.89775
2.9142,0.719037,0.696356
0.13209,0.0651111,0.0567269
12.9371,10.6861,10.1039
8.97931,7.1866,7.07168
0.951419,0.272147,0.242323
8.75259,5.82409,5.35139
14.8808,10.5651,10.0437
2.60183,0.803069,0.792274
0.209291,0.0557879,0.0486292
9.02539,2.62387,2.15447
2.65089,0.948582,0.844095
7.11515,4.41017,4.29587
1.59524,0.383597,0.31382
1.81403,0.419001,0.358158
2.10068,0.365556,0.299616
0.14615,0.0520418,0.0455299
12.3694,5.71616,5.29713
2.007,0.449418,0.394095
2.34564,0.354967,0.302485
16.6792,11.5559,10.8733
15.9288,12.7449,12.1556
6.78259,3.56062,3.51574
14.9279,9.52483,9.00073
7.3317,1.54927,1.17062
13.477,6.20141,6.02317
0.129809,0.0683823,0.0607733
0.186304,0.0689997,0.0574464
1.81148,0.208617,0.150587
8.43929,4.02647,3.65612
2.59932,0.829564,0.717168
2.30598,0.847007,0.765509
3.61571,2.44153,2.11674
6.62355,2.93818,2.5554
3.17667,0.390461,0.39435
0.219632,0.065612,0.0560245
7.93552,4.49581,4.13934
2.83011,0.775076,0.609298
1.51724,0.420635,0.356176
8.78684,6.63927,6.14222
7.72664,4.91114,4.46723
2.07457,0.648543,0.883758
1.29334,0.382115,0.325501
2.02254,0.220559,0.158047
2.87525,0.545088,0.330895
1.67,0.4647,0.418996
2.77633,0.755857,0.64543
11.6227,9.11767,8.52269
2.02693,0.551479,0.54862
14.5566,10.6332,10.563
1.99555,0.714071,0.605384
1.36871,0.59398,0.541399
2.56502,0.221499,0.225274
1.03058,0.113207,0.0865538
7.21828,5.80069,5.29892
14.5993,10.9283,9.55973
1.01434,0.210661,0.212634
2.09045,0.664112,0.611129
0.444953,0.068579,0.0541729
0.13711,0.0496742,0.0430682
14.2462,6.20869,5.43454
2.63213,1.36053,1.32955
1.64469,0.557261,0.51227
1.93084,0.381205,0.369847
10.6888,6.22884,5.65493
2.77288,0.605516,0.468008
1.61678,0.853792,0.689013
0.210916,0.061747,0.0536395
10.0464,20.6174,20.7657
10.4474,17.2092,16.3239
9.63507,16.4473,15.2083
20.3406,26.7284,27.1361
5.2748,12.3747,14.9162
7.26117,13.9345,12.7741
9.02479,18.9929,20.0895
10.7667,17.7267,17.5712
15.1888,24.4452,24.8723
3.57753,11.507,12.9749
3.3017,8.14218,7.30606
14.1292,22.0889,22.2026
13.5714,19.4751,20.4978
10.5027,18.3739,19.0026
7.71986,18.7582,19.6556
5.2521,12.8551,14.3371
1.95202,9.00117,9.19077
8.41727,18.3242,21.1692
6.86974,13.1526,12.8534
7.75176,15.488,13.9404
8.94234,15.6003,16.5815
7.72989,14.3115,13.9275
14.6979,20.8566,22.3387
2.21824,10.9525,11.7213
3.54915,9.23344,9.63075
6.71706,16.9625,18.2842
11.8857,18.8838,17.9362
14.2998,23.4034,23.4185
10.6624,21.6322,22.1039
8.03681,15.8077,18.5573
8.92166,17.0821,16.6693
16.7606,23.0858,22.6257
8.16933,15.059,14.9981
8.52596,19.8331,20.3438
10.2227,21.0901,22.6923
6.75986,19.2545,13.9183
7.35251,13.4517,12.1354
5.69543,13.0781,11.5353
8.82792,16.1103,17.8483
3.49916,12.4009,13.359
4.15261,10.1286,10.909
7.83949,20.4564,15.9451
10.5971,21.0294,21.331
11.9435,19.5514,18.2282
14.3816,22.6704,23.7219
13.1965,22.9073,24.1174
7.80539,15.7916,16.7463
7.32877,17.3737,18.2948
8.63048,18.7227,18.2468
6.12403,16.4388,19.5621
14.8385,21.0061,21.7687
5.28361,11.4193,10.3243
6.76417,16.5719,18.6088
7.16311,17.0298,17.9548
7.77273,17.6808,19.5488
11.2885,19.8462,19.7205
6.33309,20.0513,21.1246
2.10665,11.2554,14.4369
9.05444,15.9912,14.8912
13.7298,22.3971,23.5389
9.82803,21.9961,18.8263
8.22152,18.3566,19.4193
15.8926,22.1493,24.5316
9.2195,17.9342,18.8847
8.87741,14.3714,15.3509
6.99447,13.3648,12.652
17.8743,23.8653,24.1246
5.01156,13.2852,14.0441
5.80257,11.8092,11.3462
5.27726,13.1126,14.3165
21.3545,27.1441,27.9421
9.12331,19.6039,20.126
3.31058,12.799,12.6553
7.03077,18.8241,20.732
8.71032,18.5713,20.2941
8.0874,21.2663,20.1832
9.6797,19.1925,19.7343
4.61565,12.0436,13.716
11.0172,20.4982,21.4892
6.51411,13.1459,13.1865
6.36169,14.0272,15.6884
13.304,23.785,22.1902
4.06472,9.33073,11.1466
13.3766,22.9861,23.0965
7.04423,12.2775,13.3825
10.0908,17.6407,20.4852
10.3825,15.9613,16.8509
6.5823,15.7451,16.4953
10.2401,22.8518,22.0508
21.124,25.3598,25.4656
8.21963,14.7776,13.9629
14.6808,25.1714,25.5899
8.45649,15.0936,16.0732
15.6123,23.8813,23.4973
20.0388,25.3868,24.9349
13.9486,21.1722,20.2786
6.46457,17.3191,18.4217
12.5809,21.2201,21.4731
5.90692,14.5069,15.3118
4.63,11.7151,10.2292
11.5136,18.7149,18.1758
9.87077,20.687,21.2812
10.0903,17.0365,15.8222
2.42541,8.37913,8.63526
7.11018,14.14,13.5723
10.2033,23.0011,23.5895
3.27756,7.44579,8.97521
16.0689,22.712,21.7123
8.69789,14.8148,16.273
7.03744,14.631,16.3229
16.7051,24.0684,24.8753
9.44271,19.4047,20.8021
6.67471,16.5628,16.3948
8.6547,18.4984,19.4997
8.29973,18.7139,19.0737
2.10796,9.13408,10.8774
3.43605,14.8342,17.0446
4.95763,14.0957,16.25
7.90735,21.5254,22.3373
4.84543,14.864,15.9348
3.56425,14.371,12.1749
8.26261,18.3673,17.9269
5.20108,10.8699,10.7749
6.34912,15.8284,16.9054
4.05664,15.4487,17.1421
7.60373,17.6859,20.6445
6.20989,19.1739,17.7181
5.79782,12.0881,13.0252
8.92129,18.993,20.4009
6.16102,18.0505,19.9678
7.95492,17.7546,18.5596
5.06796,16.7122,10.381
14.1154,22.6427,23.5908
5.2389,15.4882,16.0484
6.79573,12.71,14.3458
11.8895,23.8045,23.1398
15.6203,21.8993,21.6886
3.48939,11.2598,11.69
6.11048,13.4733,16.0284
8.59058,17.371,18.3137
6.45374,17.3862,17.899
12.4013,19.1019,18.2273
10.9042,17.0398,18.3166
5.24334,14.2951,15.4451
12.7624,20.7935,21.7121
3.64105,9.25183,9.31474
4.03883,8.3438,7.56769
4.04424,8.62916,7.56415
10.9449,12.9882,12.7162
16.8111,13.0494,14.9266
5.01337,10.599,13.5423
8.09373,18.6836,19.2221
4.18988,13.3822,9.90101
4.48943,5.6816,19.855
17.5087,19.838,21.078
5.38657,13.3625,14.3682
8.60099,17.2827,18.2954
17.6499,19.0139,19.3118
13.6015,18.3142,19.6035
18.2356,18.9894,20.0248
5.00184,10.1266,10.5222
5.89076,10.6763,11.6941
2.50927,8.05971,7.31316
7.97333,10.674,11.2425
14.599,12.3335,13.9061
3.41983,9.14473,10.7923
6.02469,12.5981,12.6834
8.34759,7.18675,12.7318
6.07358,13.3167,14.7592
16.2533,15.4364,16.433
3.46485,11.6924,13.9881
11.493,12.7733,15.6854
10.1461,12.3519,15.7455
11.7707,12.3946,15.9744
12.4979,13.1921,16.0537
0.939013,7.4865,7.82498
7.63828,14.2211,15.9451
14.1477,15.6214,16.0791
16.3642,15.8049,17.4272
6.62911,14.8424,16.0858
5.84034,8.39552,9.77024
1.49195,4.8426,6.89978
13.0367,11.0411,12.5471
15.7041,9.89835,12.7754
15.7151,11.5251,12.1463
10.5397,15.0872,13.7473
7.94291,14.9478,12.7388
17.4186,18.6612,21.4219
13.1056,13.6636,16.8884
16.1647,15.3155,21.482
0.937716,6.21692,5.56773
0.633666,4.72228,5.3629
4.49678,10.5432,8.22063
14.4115,11.6065,12.2237
11.8693,11.7355,12.1437
1.42911,5.65469,6.44416
0.585006,2.37417,1.29833
7.79059,4.45716,4.67013
14.3108,11.0371,11.3525
13.223,11.0375,11.2644
10.6797,11.7217,17.4928
5.60825,11.4917,15.8314
3.68648,4.7731,6.49273
14.3906,17.8078,20.7404
19.4589,18.0351,21.3547
3.51231,9.95389,9.46249
3.4977,8.47511,9.04207
13.6455,15.0024,13.9302
14.4875,15.0453,16.4547
2.13753,7.61254,8.14784
5.11522,13.6488,14.0817
2.52232,10.2093,8.62383
4.00054,11.4294,4.32571
1.3219,9.36191,8.1232
13.8192,14.999,16.9483
2.49879,8.38089,9.16162
12.9521,15.0961,17.7349
9.11226,8.0006,15.2967
14.6685,16.7812,17.4671
15.1971,16.7352,18.3083
1.55467,8.03196,6.58748
9.12507,8.78175,10.0062
9.77138,18.3353,11.8268
6.69739,15.0556,12.6891
15.5246,18.7982,19.6672
8.40444,18.3868,12.1965
9.9157,12.1891,13.9675
14.3713,19.6623,19.1768
13.3708,19.575,18.9351
7.56103,18.5975,10.7814
4.8714,11.9294,12.7027
5.826,14.4265,13.3814
8.24704,17.7535,16.3723
13.208,20.7799,21.1418
10.9217,20.809,21.1899
5.85438,13.949,13.7798
3.21385,11.8183,12.4058
8.76954,15.1512,12.6602
8.73832,6.71429,17.0875
6.13239,13.7875,14.7339
1.71425,5.71046,4.08026
3.5416,11.8542,10.783
13.3688,17.5792,19.3354
6.33043,15.8252,17.7252
4.81693,15.5574,14.501
6.82256,13.8587,12.1238
10.8687,12.2214,12.2605
5.14864,10.43,9.30187
19.0215,15.5838,15.9639
17.6436,16.2368,16.8672
5.28064,12.8124,15.0969
6.73574,14.7158,18.1146
7.04901,16.0072,18.3084
10.5976,16.7243,19.1301
15.7016,17.4783,19.458
8.3192,17.0905,15.733
5.52705,14.6208,15.9249
7.72212,17.065,15.9015
12.8754,11.1175,19.6004
15.2663,19.8861,20.4205
1.1019,5.05209,7.01592
2.24536,6.15252,7.44298
6.08329,9.78546,11.7009
14.554,12.3257,13.9354
1.43321,5.62089,7.30406
5.68898,11.1514,13.6421
4.64397,5.2347,11.3378
8.35038,8.38974,13.7704
11.1715,14.7065,16.1623
19.0967,14.9507,15.9549
5.31285,12.4713,12.8735
12.2889,19.1722,19.0344
14.5967,18.9867,19.2242
17.3406,19.0002,19.7275
17.454,19.3493,19.7307
1.9211,3.94657,7.31483
2.07004,7.90853,8.27718
15.1851,14.6183,14.5503
16.2405,14.4087,14.469
11.2716,14.6258,14.5279
6.62081,11.3059,10.3087
11.0997,17.162,12.6756
14.9719,18.5808,18.2312
18.1053,20.9758,16.893
17.2956,20.9864,14.8278
4.4319,14.3871,12.2765
10.1919,18.2217,13.2487
10.2628,17.844,13.7044
8.2351,17.7012,13.9733
10.6268,7.38335,19.7762
