PSNRY,PSNRCb,PSNRCr
24.692,34.7384,33.1761
29.2191,38.294,39.8227
27.0084,36.7696,36.8673
26.551,37.1443,36.116
38.407,42.8544,41.4734
31.1247,41.8198,42.2075
36.0047,42.4755,42.6215
24.8094,35.4326,35.8933
27.0509,38.0426,38.3243
22.3994,33.5663,33.8856
21.0935,35.1225,34.3156
29.9725,37.4793,36.5352
23.7743,31.8443,31.2137
37.257,45.177,45.1652
21.6575,32.1325,33.5277
31.97,41.3737,42.4582
29.3725,36.1936,36.7027
23.663,32.3145,34.3004
25.8215,34.4155,34.4597
26.9313,39.9922,40.6054
26.3777,34.8523,33.9699
28.4394,36.6627,34.9034
23.8184,37.6977,34.6685
35.3111,43.1939,44.5543
39.948,45.9948,46.2656
19.8804,34.855,37.6201
31.4496,38.6221,37.9654
21.7882,31.4126,31.3503
25.6555,33.8959,35.8814
25.3216,35.0661,35.2214
22.2497,30.5353,29.5231
27.5629,36.2552,35.6389
41.8258,48.2013,48.0943
37.36,45.4948,45.3368
31.3914,39.9046,39.7417
26.6164,38.7176,32.6323
27.5366,34.3147,35.9248
28.9539,37.7642,38.2427
22.3847,34.2708,34.5827
38.1447,47.2696,43.1709
26.2471,36.4996,37.712
33.8103,41.1849,39.8052
39.66,43.7434,42.7224
35.1606,42.7128,42.3522
24.1708,35.6679,38.3768
17.2492,29.3771,31.7674
24.3027,37.7096,38.0774
32.2924,41.0039,42.643
34.5086,39.0698,39.2208
27.1095,35.1372,34.0507
31.7783,39.1926,41.1429
39.4427,45.5177,46.7706
40.2795,45.6692,45.1986
24.2756,38.47,38.6011
35.6539,44.0611,44.5082
23.7498,35.1243,36.4248
30.8462,37.1909,36.9251
30.9633,40.1465,42.1894
20.2908,33.0399,32.0054
27.8876,40.8559,42.9924
27.7062,36.9171,39.72
26.6898,39.8601,36.931
29.686,40.1351,39.1396
19.4877,31.3824,31.0434
29.6019,42.1961,35.5097
26.0418,39.0868,40.0432
30.8392,38.4679,34.1739
29.8147,36.8051,36.9384
23.591,29.91,31.2139
34.8866,44.1531,46.1356
27.4088,33.6884,33.4069
28.8448,36.3487,37.3433
43.3744,46.168,47.7745
41.4199,40.5206,39.5208
30.0816,40.2658,38.0858
23.7166,34.9811,37.8205
44.59,44.8306,47.8906
29.5263,33.5573,32.3893
27.6414,35.2914,35.7653
24.7797,32.1595,33.761
38.2654,43.2966,44.0638
32.7017,39.4531,41.8571
25.2945,32.1479,34.4286
22.6788,29.6492,30.2634
45.9849,48.4991,49.9038
34.8231,38.5266,38.3122
28.5167,36.2016,38.0565
25.6716,31.1412,31.5896
20.6871,29.3002,30.6472
27.5431,35.5292,34.4535
36.5491,43.0617,43.7335
24.9096,32.1424,31.9002
37.2439,42.5819,45.3708
23.2596,30.7482,30.4347
24.9618,35.3475,34.7671
29.0933,38.4606,38.7209
25.8499,34.0327,33.0272
23.2528,29.075,30.2446
28.9751,38.2662,36.8181
28.6882,34.2234,34.3639
28.2674,34.5721,35.0642
31.2354,37.8816,38.2567
32.4246,37.2821,35.8138
28.4196,33.6025,35.9161
28.1687,36.23,37.8961
40.9113,45.4741,46.3816
38.1794,41.5595,42.546
26.2153,34.2443,33.2541
22.8339,31.226,32.6064
36.4559,37.2868,37.458
20.6871,29.3002,30.6472
34.0611,39.4771,40.4238
39.1206,43.919,46.2706
25.9308,34.0652,34.8786
34.5102,41.5159,42.9913
28.2569,37.1446,38.0911
41.3309,45.5641,47.2654
31.1779,41.2102,42.2558
40.5777,44.11,43.596
27.5252,33.2543,33.3302
35.5684,35.5127,37.4838
28.8393,35.1769,35.6399
24.296,32.1279,32.1861
23.2528,29.075,30.2446
19.2896,27.0945,30.0373
26.121,31.5245,31.0362
25.6527,33.603,33.8055
33.9501,41.2312,41.8714
24.9618,35.3475,34.7671
22.6495,33.8752,35.7038
28.6443,37.8434,37.9736
32.3838,41.1037,35.7138
24.9618,35.3475,34.7671
24.7797,32.1595,33.761
26.8874,34.9154,36.1257
25.6486,33.2998,35.0597
35.5086,39.7406,38.77
44.7215,45.3602,44.5951
40.9946,44.3992,46.8437
34.4726,43.8649,45.8252
31.0902,37.713,37.528
21.402,31.0388,33.1844
35.0139,38.3194,38.2115
31.2335,41.2427,42.2709
34.4615,38.0053,37.789
26.121,31.5245,31.0362
34.3272,39.7234,40.7423
42.6798,45.3966,47.2249
33.5933,42.9845,36.9064
30.6139,37.3986,38.0383
30.5015,36.8017,36.4613
32.482,39.4311,40.7314
40.0614,42.1557,43.1449
32.2078,35.4683,38.0326
29.2379,34.7312,34.4711
35.825,41.2576,41.6129
28.6145,39.0415,39.7229
24.3656,32.1111,32.8409
25.8329,28.1566,28.8245
19.551,29.7171,28.7997
26.0751,31.6876,33.7647
24.428,29.9749,30.2618
36.2294,43.7,45.2118
23.3503,28.0887,29.9395
35.0812,38.9919,38.8031
21.8728,29.7532,32.1211
35.8876,39.9939,42.0588
28.7132,39.2038,42.3287
24.8232,26.5831,26.7983
34.3426,42.3574,44.3312
38.0366,46.0437,47.7498
39.8282,45.0436,46.1458
24.2081,31.6458,31.3714
33.4402,39.0121,38.8279
24.0252,27.5938,30.2949
22.1507,29.1895,34.3425
30.9394,33.7579,33.7215
31.097,38.7812,39.4687
37.8695,42.1825,42.5008
26.3961,34.4661,35.7798
25.1171,26.587,26.7983
29.5696,36.8149,39.7966
32.0336,40.8195,40.4571
25.8329,28.1566,28.8245
24.0252,27.5938,30.2949
23.669,28.0917,29.9403
20.6581,30.2688,29.3379
28.2601,38.6183,38.0375
24.4397,30.5353,34.4611
30.3572,36.932,38.8183
23.0653,30.4061,27.5325
23.8573,31.6766,32.4578
38.0831,46.6021,40.2851
23.5025,26.9714,27.2902
29.6708,34.8078,36.1631
31.8204,38.2451,40.4489
25.4594,33.4778,33.597
22.3937,28.9834,28.5303
24.6961,32.0969,32.8418
33.8844,38.1828,37.4
19.551,29.7171,28.7997
24.9062,31.5959,31.3088
20.5211,28.0954,29.0999
22.0281,28.4678,28.4888
25.8636,37.3236,40.2672
20.1188,28.3358,28.9499
20.1188,28.3358,28.9499
20.9948,28.0958,29.1059
18.7419,27.5989,29.8611
31.7698,41.1359,42.8872
21.3497,27.6432,29.4198
25.8697,27.7388,28.7643
23.0653,30.4061,27.5325
29.7317,33.8486,35.9885
22.382,27.6542,29.5035
22.8724,31.9125,30.6604
25.3148,27.7221,34.1301
28.7719,36.9061,37.2664
20.1861,30.2703,29.3364
19.2009,27.6395,29.8592
40.9733,45.2727,45.9828
29.3884,33.2511,33.238
23.5025,26.9714,27.2902
22.5015,27.8819,30.9169
21.1897,27.0644,27.8512
34.7516,44.1705,41.7976
21.8856,28.7088,32.0155
32.794,36.724,35.8233
19.7872,26.2079,32.4741
23.6563,32.4257,33.1022
21.9867,28.598,30.2684
23.6563,32.4257,33.1022
24.2081,31.6458,31.3714
25.4924,33.0355,34.5112
31.1748,38.6318,39.0669
33.4072,38.5736,40.9094
22.2852,30.1682,32.4108
22.0281,28.4678,28.4888
35.0527,43.2531,44.0439
22.7932,27.6131,27.5676
25.8697,27.7388,28.7643
32.5499,33.1627,32.6978
18.5185,19.4414,18.7353
31.631,32.2593,31.7925
8.67412,10.7395,10.2891
37.6372,38.2296,37.7649
32.5933,33.1779,32.7652
17.6629,18.7918,17.92
33.705,34.4618,33.8951
18.7985,19.5938,19.0247
31.6118,32.2324,32.6012
37.6014,38.2132,37.7611
27.5895,28.203,27.7463
37.6199,38.2425,37.7841
37.7385,38.3501,37.8655
11.1394,12.8247,12.3837
25.8175,26.4794,26.0198
22.2679,22.9944,22.4358
32.5972,33.2396,32.7205
36.0837,36.7131,36.257
8.69834,10.7153,10.2719
22.8138,23.4586,22.9726
33.5877,34.2434,33.778
9.20767,10.5535,10.2368
9.46732,11.6466,11.1584
23.1547,23.9357,23.3352
21.788,22.5264,22.0278
25.1858,25.9996,25.4415
24.219,24.904,24.28
14.9179,16.0091,15.2987
31.0115,31.7731,31.1821
29.5825,30.3831,29.8044
19.4421,20.1294,19.6248
8.50582,10.6773,10.2534
10.2994,11.4254,10.7909
30.1182,30.834,30.2953
15.1283,16.3965,15.7802
31.0456,31.6887,31.2253
19.055,19.8484,19.2209
16.3735,17.2673,16.6773
27.6188,28.2422,27.7776
8.10882,10.7705,10.3342
9.2081,10.738,10.2949
37.5915,38.2107,37.7737
12.9723,14.125,13.6546
31.7039,32.3324,31.8604
28.2777,28.8721,28.4705
7.86973,10.615,10.1072
27.8179,28.5722,27.9895
15.4071,16.6441,15.958
13.6508,14.9402,14.4443
16.7327,17.7558,17.2218
8.78771,10.654,10.2967
10.5151,12.1854,11.7888
37.6265,38.2358,37.7994
30.2416,30.9116,30.3384
30.2402,30.7522,30.4685
8.63092,10.7544,10.2882
9.50272,10.7498,10.2732
39.5783,40.1834,39.7385
10.2693,11.5367,10.7688
13.409,14.3925,13.988
20.9253,21.7795,21.1234
27.6246,28.2984,27.826
39.5226,40.1276,39.6646
16.3301,17.1643,16.593
10.2213,11.4614,11.0397
27.623,28.3082,27.8126
24.6978,25.3904,24.8075
21.5193,22.3316,21.7158
30.1147,30.711,30.2725
20.6504,21.7072,21.09
26.8602,27.6558,27.026
16.995,18.1277,17.5209
21.8719,22.6437,22.0318
41.9271,42.5447,42.0714
36.1766,36.6986,36.4217
10.0167,11.3953,11.0083
38.3488,38.8245,39.2694
21.6159,22.1324,21.9055
10.2804,11.3517,10.9508
39.5176,40.0951,39.6423
34.7321,35.3103,34.8576
16.2466,17.1236,16.4304
33.5861,34.2167,33.7328
39.499,40.1388,39.6454
21.8419,22.6016,21.9803
8.55975,10.7193,10.2316
27.6652,28.3117,27.8368
22.7963,23.3874,22.9625
30.4547,31.1516,30.6287
18.1783,19.1388,18.4931
16.7172,17.9365,17.2763
17.0238,18.012,17.281
8.91358,10.7312,10.2989
32.6047,33.2369,32.7694
19.1192,19.8323,19.2965
16.4105,17.3975,16.6799
39.4929,40.1463,39.6467
41.9104,42.5091,42.0787
30.1245,30.8148,30.2768
37.6082,38.2381,37.7669
22.6281,23.5447,22.8958
33.6503,34.2867,33.8707
10.2185,11.307,10.8822
8.69422,11.7193,11.3589
14.8972,15.9455,15.2367
30.0979,30.7632,30.2428
21.9774,22.6156,22.1376
21.6599,22.3534,21.8224
27.62,28.3474,27.7681
28.2281,28.9205,28.5033
17.0298,17.8193,17.3465
10.4713,11.4451,11.0036
31.6698,32.2822,31.8286
20.1831,21.1792,20.3955
16.5289,17.4573,16.7776
34.715,35.3318,34.8831
32.5763,33.186,32.7133
21.1066,21.8415,21.1335
18.7793,19.4378,18.9725
13.1797,14.6429,14.0496
16.6323,17.8009,17.0818
19.3936,19.9865,19.5782
19.5803,20.664,19.9989
37.6294,38.2097,37.7996
19.9941,20.7794,20.1758
39.4927,40.1202,39.6382
21.1266,21.7193,21.2827
19.2063,20.6197,20.477
15.5245,16.2987,15.9223
12.3166,13.5176,12.9197
33.5829,34.246,33.7303
37.6356,38.2891,37.8289
15.5502,16.4362,15.8555
18.3968,19.6084,18.9725
8.62992,11.0348,10.5554
9.36753,10.7123,10.2353
33.6352,34.2471,33.8022
23.681,24.6959,24.7727
18.5609,19.3857,18.6859
18.5889,19.168,18.9649
33.672,34.3357,33.9212
19.6182,20.6091,20.0136
21.7266,22.5482,21.8509
9.65178,11.6291,11.1534
31.6707,47.4513,48.2962
26.2889,45.1146,44.4909
25.7264,42.6834,41.0632
39.1649,56.1667,56.6263
22.0916,38.2045,42.5541
23.788,38.6579,37.8149
24.2973,47.9603,48.3935
25.1538,43.9241,45.297
34.2784,50.5803,51.2651
20.793,35.3211,37.0498
18.0208,30.7126,30.7127
35.1754,49.6854,50.1969
30.0168,46.1305,48.8328
28.0368,47.1523,48.5466
25.9444,47.632,48.5993
22.8385,41.4793,43.8259
20.5396,31.5193,31.1953
25.2939,46.9693,50.8601
25.1066,40.0167,39.944
24.0711,43.2686,41.3102
24.2883,41.3499,41.6196
25.9906,41.1964,41.0808
31.6893,47.0801,48.8888
18.5108,36.8289,37.0505
18.6071,35.6893,37.523
23.5595,43.8327,45.0426
28.3293,44.6086,43.5349
36.1356,51.2357,51.8943
29.9432,46.6962,47.2654
26.441,43.6628,47.3374
28.4951,42.8143,42.9664
34.867,50.4157,50.216
22.7806,41.2857,42.7685
27.896,44.3727,44.7612
29.4101,50.1315,52.3061
28.2904,48.4885,40.4455
23.1535,39.0684,37.7343
22.2267,40.9002,39.0121
26.0997,42.3689,44.1734
20.5045,38.6957,39.2697
19.8101,35.6268,34.962
29.5166,49.8768,42.5832
30.0452,48.5205,50.2645
27.9037,47.3283,45.488
29.4105,51.7328,52.3255
32.1948,52.0531,53.8276
25.4485,44.5278,46.2857
26.1182,43.6838,46.117
29.5043,46.7914,45.3713
23.2357,45.0903,49.2302
29.7588,46.9639,47.4528
21.6924,35.3768,34.8505
25.0168,45.1572,47.0103
26.2464,45.1074,47.0279
26.0648,46.2915,48.2205
31.472,46.5753,46.9509
28.3738,49.562,51.1229
19.5723,39.7586,43.8135
25.5636,41.1916,40.2067
30.0907,49.9035,51.4134
31.6459,51.617,45.672
23.5286,47.2987,47.6564
35.794,51.1966,54.0014
27.2082,45.1021,46.8393
23.1087,39.9506,42.583
22.8155,41.2628,40.8612
35.0232,52.7005,53.6541
23.5198,40.4941,41.9981
24.105,34.1449,34.7128
25.2198,36.8486,38.1862
37.4147,55.9489,57.7119
28.2699,46.5774,48.6679
18.642,41.2473,40.1714
26.4522,47.8147,50.1437
27.0471,47.1976,49.1485
28.0658,50.4923,48.2314
28.6021,47.2297,48.7463
22.1216,40.6032,43.1629
30.841,49.1073,50.3167
21.286,39.4291,41.0037
23.9383,40.4843,42.1084
35.2105,53.5836,49.4235
20.8742,35.3696,38.8812
33.2857,51.2275,52.4597
21.4874,37.97,40.6461
29.0208,46.0913,49.5745
24.458,41.4756,44.0626
27.5146,40.7598,41.9157
30.1461,52.2029,50.3768
34.446,50.8129,52.7947
24.0503,42.6756,42.1529
36.4955,55.0345,55.7469
23.8418,40.8228,41.0397
36.6017,52.4147,51.216
36.2214,51.9072,51.0048
31.1029,48.4544,46.7504
24.5104,46.1153,47.2357
31.3913,49.3043,50.4919
24.2931,41.7077,43.2734
21.2718,39.5612,37.7662
29.7631,45.7225,45.5116
28.3314,49.6754,50.366
26.2578,43.3926,41.7294
17.4243,35.0701,35.8515
26.2664,38.5025,38.6926
32.1463,52.7745,53.716
18.1812,33.3792,36.2367
31.766,50.5634,48.9806
25.3632,41.328,44.4943
24.5204,41.0198,42.7015
36.7396,53.0486,54.2588
26.0735,46.5446,48.0961
27.5654,44.5953,43.5147
28.4258,47.0265,47.8112
29.7265,44.7977,45.8027
19.3171,35.2171,37.305
24.7131,42.4447,45.8075
23.0707,42.4692,43.8912
29.9212,51.1846,52.4084
24.0288,42.8131,44.9412
23.0831,42.6958,38.9563
29.1383,46.4268,45.0451
23.3248,37.6482,37.6678
26.1186,44.2822,44.4152
23.6545,44.3821,46.0538
24.5602,46.3342,50.327
26.1993,48.2317,45.4536
21.3909,37.7281,37.5083
25.5898,46.0873,47.6005
25.6496,47.04,49.2851
26.9829,45.8207,47.6092
26.0305,45.4565,36.6099
32.8245,51.4752,52.9858
20.6282,44.2627,43.9312
23.5378,39.1239,42.4593
31.7269,53.2242,51.6292
29.6828,48.2079,49.4194
24.1119,38.8429,38.5729
23.6211,40.1739,44.2145
26.6442,44.5381,46.2646
25.8915,41.5101,41.5946
28.2361,47.0274,46.3912
27.4691,43.6229,46.6012
24.9121,42.6503,42.4603
30.4755,48.0714,49.7436
21.0143,35.8328,35.9468
21.8238,34.6,33.3709
21.8159,34.8267,33.3679
28.3529,39.7219,39.6936
37.0283,40.1051,42.8599
27.1366,34.6882,36.9426
30.0037,46.5974,48.9202
26.2898,42.0837,35.754
26.1554,31.7494,49.7241
41.2646,49.5799,51.07
24.9104,40.9712,43.1114
28.4324,45.4239,47.0572
40.6039,48.0367,48.857
33.53,46.9591,48.8799
40.9669,48.0207,49.6784
20.7408,35.9003,34.6352
21.6732,36.1922,36.329
17.9154,33.2352,29.8339
23.3585,36.0698,35.7647
31.414,39.1184,40.4461
21.6884,35.5743,37.3972
24.2083,37.93,39.4438
25.6579,32.065,39.5938
24.0339,39.8805,41.1651
36.4977,42.0902,35.6975
20.6135,39.5079,33.7382
29.1017,41.5593,45.2293
27.4207,40.9868,43.2662
28.7074,40.8005,45.4447
30.6044,42.0419,45.6237
16.5014,30.9446,30.5579
24.4205,41.1587,43.0164
31.0773,42.1741,41.2065
34.2331,43.7076,45.8191
23.8501,41.9103,43.1301
20.0831,33.5527,33.0269
15.9448,29.3001,32.9357
27.7064,36.8507,40.0229
30.4826,24.7814,40.292
30.3294,37.3596,39.5294
30.1503,41.2127,39.6884
28.0975,41.0893,37.054
43.8017,42.3557,50.4273
34.6471,30.3514,42.2884
41.5408,43.7049,50.5384
17.1808,32.5087,32.1842
16.4282,26.1231,28.6894
20.4907,36.2482,30.1677
31.2501,39.6051,39.68
28.0618,39.7489,39.3996
15.9289,31.6142,33.2515
14.6228,24.8407,21.7708
21.7466,26.7565,28.0028
30.3009,37.7822,39.3703
29.0481,37.7766,39.2631
30.3702,29.8542,35.8087
24.571,39.3187,44.4005
19.8249,25.9399,24.9974
37.5017,47.1808,50.2757
42.627,47.6319,51.0323
22.223,36.6102,36.8478
22.2118,35.2617,35.6567
33.5025,42.9777,32.4696
34.948,43.0306,44.4249
20.8356,33.5196,33.9061
19.9779,41.9502,41.6299
17.5622,37.8508,35.0268
18.0669,39.0354,23.3052
16.0031,36.5013,33.3078
31.6953,43.9251,45.652
22.4251,23.6955,26.0639
35.4947,40.2159,46.1703
30.0673,33.4181,42.5525
38.0251,45.6041,45.7694
38.1319,44.8721,46.9359
19.6565,29.3601,23.1766
28.5087,33.6519,34.5548
29.0811,45.1471,37.5022
26.3589,41.5637,37.6991
36.8087,46.108,47.4177
30.2783,47.0681,37.7452
32.3288,40.2511,39.5048
37.9884,49.2896,46.7294
35.8217,49.1118,45.6267
29.3323,47.2875,36.3717
25.3802,35.7457,35.2588
26.566,39.8452,37.249
29.8783,44.0755,42.2534
36.0087,49.1885,49.9367
34.5932,49.2978,49.995
23.5737,42.6526,41.5787
20.7802,39.7735,39.1999
27.4791,42.5756,38.5429
27.0803,30.2954,46.1989
23.697,42.5219,43.0214
20.5082,30.3382,28.2186
22.4788,39.2016,36.5763
32.9729,46.7739,48.9857
26.0491,44.6975,46.6956
24.197,44.4198,42.6854
22.4789,39.1788,37.3565
26.1906,33.9919,37.2924
21.1586,34.6548,33.8374
37.8135,41.6753,38.6476
36.4917,43.2474,43.5213
23.3353,39.5208,42.8098
24.6516,42.9395,47.0395
24.9376,44.7035,47.2065
28.7053,45.2068,48.6589
38.4122,46.4799,48.9768
27.1717,43.9697,42.9735
24.0234,40.6656,43.2174
26.811,44.3399,43.1321
32.7222,37.0093,48.8337
39.2491,48.9573,50.1112
16.8465,27.1124,26.3333
18.7419,31.1155,33.3609
22.1476,35.5298,39.5228
34.2937,39.6851,42.5705
17.7616,30.227,33.0373
23.3329,38.6231,42.9403
21.7085,29.2968,40.3079
25.2941,32.9309,42.9633
28.5885,43.5418,45.6538
39.3084,43.7852,45.4348
25.2614,40.3702,39.1983
34.3249,48.1599,47.7173
34.2202,47.7884,48.3881
42.3991,48.0145,49.1687
42.3162,48.4664,49.1742
16.3708,22.8542,27.5512
16.6635,33.8076,34.8177
33.4439,42.6933,42.9997
34.5414,42.5241,42.8655
27.1603,42.8344,42.9187
21.9087,37.0243,35.3438
26.8636,44.3699,38.5119
32.1949,46.2928,45.0075
42.0686,49.2664,43.0479
41.2017,49.2758,38.7119
24.6234,42.4887,39.3548
32.4196,47.0626,29.1727
30.7284,46.1871,39.16
28.7761,46.6441,27.2235
31.2714,32.92,48.6725
