SSIMY,SSIMCb,SSIMCr
2.65681,6.40162,7.14039
12.9883,16.3064,16.3235
9.92292,15.8275,15.6271
6.97637,15.4139,14.7491
4.26869,15.056,13.1531
2.11804,14.8623,11.2796
10.4873,8.01578,8.37979
7.98851,5.717,6.0326
5.78679,3.78398,4.02324
4.01541,2.3796,2.53095
2.65717,1.44536,1.49432
15.9343,7.56824,8.29403
13.2047,5.33658,5.93443
10.4949,3.54367,3.94301
8.03641,2.3103,2.46993
5.81202,1.43237,1.43438
10.9659,8.51229,8.87294
8.45266,6.16685,6.47292
6.19706,4.18348,4.38047
4.29682,2.69153,2.82403
2.90006,1.65566,1.69271
14.4179,9.75466,9.61257
11.6236,7.55272,7.32263
8.9519,5.62447,5.32358
6.44422,3.96713,3.62844
4.24334,2.62239,2.2819
10.3987,7.91369,8.29794
7.92531,5.62396,5.9674
4.5365,2.78409,2.96981
2.30515,1.2179,1.24851
1.06637,0.486957,0.472097
11.3546,8.17356,9.75612
8.82808,7.97042,7.53338
6.21238,5.46659,5.13257
4.0028,3.38908,3.05116
2.45956,1.82883,1.67558
12.1729,8.60936,9.15738
10.4164,9.32399,7.54188
8.67889,4.01479,5.59947
8.29295,2.71219,5.4838
6.68787,3.01768,5.13678
16.5104,24.1778,23.1345
11.6979,21.2823,19.3684
7.94819,18.5493,15.9336
5.60357,15.9586,12.6146
4.16071,13.418,9.49424
10.4402,14.3986,14.199
8.82902,13.6066,13.1271
6.98386,12.6674,11.5393
5.40018,12.1442,9.85465
4.1163,10.6584,8.30259
12.2976,15.3102,12.1726
10.2744,14.3327,10.9684
7.71028,12.8753,9.36584
5.47248,11.9464,7.70157
4.38267,12.1051,6.97986
9.14985,14.9165,12.9372
6.84862,13.426,10.5798
4.64154,12.483,8.65554
3.65223,11.9811,7.69053
3.31515,11.5554,7.52994
18.3156,20.2725,8.5694
7.25775,17.0163,17.0411
6.30577,17.8678,17.0721
2.57826,16.1215,16.4789
2.19851,10.9632,6.72616
8.03462,17.7479,15.7617
6.63758,18.485,13.7509
5.04781,18.9593,8.37833
2.4299,13.2611,7.52171
4.32421,10.2093,11.7531
11.4065,20.8953,17.0119
15.398,25.1791,21.6802
12.2092,20.0315,16.2856
10.7927,18.1427,14.3946
9.08332,16.3422,12.4015
13.0654,20.0602,16.1663
13.4353,18.4191,15.6135
14.3123,18.333,16.3611
15.8449,19.1983,16.4265
18.1393,21.184,19.7734
24.0872,30.8793,44.2301
20.7224,35.8079,39.7455
12.8901,18.5221,30.1693
12.4514,25.9816,31.2894
6.42557,10.4184,18.788
23.096,24.1438,23.4583
18.9255,17.6904,20.0472
16.0027,21.1461,19.0209
13.365,11.3543,13.957
9.65209,15.9592,12.9329
27.2133,22.0856,22.2211
27.3737,21.1426,20.341
27.2196,19.387,18.1248
27.3887,18.2861,15.6839
27.272,16.4015,13.2382
11.5717,11.4681,6.84161
8.98319,8.92603,4.78659
6.69328,6.6288,3.17597
4.73428,4.59561,1.95556
3.18049,2.97745,1.15853
8.5267,14.8634,14.8402
5.94196,13.0377,12.4302
3.49277,10.5419,9.30995
1.53982,8.21051,5.93435
0.259713,6.82825,3.67866
9.1003,12.1676,10.9666
6.80407,9.48338,7.96066
4.6695,7.49638,5.05738
3.06067,6.63644,2.88551
2.4149,6.78004,2.49749
11.2294,14.266,9.74968
8.33779,13.4953,9.11435
6.0599,11.8337,7.00496
4.83423,10.5107,5.89858
3.31902,11.6275,5.06131
17.1849,9.54247,9.99411
11.8876,7.14274,6.52499
5.08655,8.87306,6.4146
3.67882,10.2899,6.8957
3.39432,11.088,7.3601
8.90996,14.9331,13.4761
6.56865,13.5829,11.3362
4.69218,12.4782,8.85022
3.61351,11.9844,7.80659
3.25344,12.04,7.45816
9.21135,8.16904,7.62375
6.87454,5.89103,5.38038
4.85194,3.93308,3.48694
3.30809,2.5072,2.14376
2.20714,1.53424,1.23602
14.5292,7.721,7.53293
11.8006,5.53621,5.27505
9.17533,3.70408,3.42305
6.83349,2.38913,2.09373
4.85129,1.47194,1.20551
9.64462,8.64294,8.08175
7.33195,6.32091,5.81818
5.2075,4.32263,3.86333
3.60012,2.80614,2.4049
2.42618,1.7574,1.41856
15.0151,10.9285,9.60081
12.1864,8.7344,7.66257
9.80603,7.05239,6.19045
7.44983,5.5003,4.82691
5.34447,4.14747,3.62621
9.10627,8.05883,7.53515
6.7782,5.78446,5.30035
3.762,2.92046,2.53107
1.92347,1.28839,1.02687
0.930219,0.516595,0.382952
10.8025,9.29362,9.25424
8.01125,6.43378,6.60434
5.69014,4.21842,4.22155
3.73046,2.47772,2.52969
2.34582,1.37079,1.35977
12.0486,10.4102,9.51223
10.0474,8.05944,7.94419
8.34131,6.76374,6.05522
8.36206,6.03373,5.15583
7.02509,4.48343,5.71637
18.3368,25.3478,25.3056
13.8078,22.358,22.3473
10.3366,19.6789,19.7419
7.9379,17.0405,17.3371
6.16261,14.1566,14.8761
14.2071,16.0471,15.2054
12.501,15.2353,14.2563
10.1863,14.2384,12.9421
7.96682,12.8133,11.5201
6.12073,10.5464,9.93225
15.0223,16.224,16.6435
12.964,15.048,15.6212
10.1017,13.0333,13.6892
7.41082,10.7358,11.1723
5.77803,9.50307,10.6257
10.9856,15.4321,16.1766
8.37935,13.1927,14.1068
6.58205,11.4452,12.7875
5.19384,10.4925,12.0356
4.58203,10.0033,11.2485
9.26836,20.4944,19.3963
7.97767,19.6823,19.2604
6.82125,11.7893,19.6237
5.36744,8.63545,18.4459
3.96777,8.7694,9.22509
9.20466,13.8835,15.062
6.05554,12.6948,14.851
5.11286,8.30911,18.3132
2.62629,13.6605,17.5091
1.73319,11.5031,11.1923
13.0093,18.9216,20.0065
15.6998,22.6593,23.0571
13.2375,19.6541,20.1409
11.7703,17.909,18.421
10.6598,15.5959,17.4337
12.9428,14.8556,15.8867
13.9094,15.2354,16.3899
15.1639,15.6088,16.8494
16.7419,16.5784,17.4604
18.5407,19.1567,22.2551
24.9431,31.031,38.1168
21.3658,30.1516,27.6322
13.7011,20.428,30.0363
12.97,21.2854,20.0488
7.03791,14.5159,22.9975
22.8651,22.9233,24.9131
18.5423,17.2117,18.2856
16.6303,18.158,21.9171
12.7586,12.3644,14.4968
10.5169,13.4939,17.0995
25.3925,20.6833,21.9226
25.4922,18.9965,21.317
25.6439,17.0785,20.0254
25.2487,14.8959,18.3752
25.3387,12.5955,15.9294
9.53404,9.42383,7.17949
7.20134,7.07238,5.12412
5.2142,5.074,3.47944
3.6306,3.47824,2.20806
2.42665,2.25426,1.32065
9.60062,14.3727,14.6791
7.32407,12.7941,13.0346
5.11005,10.9423,11.1929
3.35526,8.77314,9.2608
2.10506,7.16052,7.81826
9.48024,11.4902,10.1341
6.97006,8.94004,7.03824
4.77792,6.5939,4.61474
3.15269,4.86654,2.88079
2.4407,4.72128,2.69462
9.76863,10.0185,10.3455
7.6815,8.27132,7.66405
5.82719,6.69838,6.02626
3.81212,5.03468,5.15935
3.23646,3.98235,4.26557
19.839,10.6675,10.0673
14.8518,8.61412,7.77438
7.68541,9.61846,8.00067
5.94332,9.67193,8.27472
5.07884,9.42627,8.87482
10.0823,16.0265,15.8452
8.18001,13.8603,13.8592
6.43012,11.5034,12.4242
4.95991,10.3684,11.7422
4.45231,9.828,11.4479
10.1306,7.76501,7.88374
7.66886,5.4686,5.5954
5.47265,3.53987,3.65977
3.74686,2.17535,2.26209
2.44176,1.24938,1.31973
15.5819,7.29313,7.79522
12.8415,5.09513,5.51218
10.1139,3.24707,3.60238
7.69193,1.97628,2.21275
5.46701,1.14399,1.27318
10.5631,8.24211,8.3546
8.11959,5.90033,6.0347
5.84508,3.91435,4.03435
4.07855,2.46184,2.53443
2.66416,1.4467,1.50698
13.9593,9.22346,9.98805
11.1965,7.11778,7.66988
8.73118,5.39495,5.75895
6.19441,3.7525,3.93512
3.99211,2.41448,2.47492
10.0625,7.65726,7.80649
7.60036,5.37922,5.53278
4.26286,2.55018,2.67749
2.10715,1.0257,1.09106
0.929711,0.376336,0.391381
11.6927,9.21626,9.73673
8.68522,8.29117,8.14502
6.25478,5.91934,5.7121
4.10829,3.65399,3.54427
2.46836,2.0202,1.95075
11.1602,8.79411,9.11118
9.36788,6.47334,6.72975
8.41183,5.38786,5.27898
6.64644,3.51717,4.18921
4.65226,3.71839,3.18184
18.0093,25.9087,25.3973
13.4376,23.7187,22.5632
9.82258,21.9144,19.6883
7.31985,20.0939,16.411
5.53733,18.0595,12.969
10.9416,15.2707,15.4533
9.51463,14.5692,14.6387
7.9929,13.2715,12.9061
6.51397,11.8776,11.0571
5.17727,10.5737,9.20073
12.9251,18.3965,14.5833
11.0819,17.3309,13.255
8.55772,15.4282,11.2071
5.92782,15.0717,9.35081
4.62437,11.4101,7.8944
8.43855,17.4344,13.4276
6.49941,16.194,11.5399
5.27645,15.7537,10.2539
4.25594,15.5292,9.84305
3.76816,15.3165,9.20908
11.6528,22.1721,19.9779
7.47057,20.3798,19.2562
5.23837,21.8154,8.61225
4.02572,21.5802,8.97907
3.03552,14.1262,9.06963
8.06008,21.2334,15.7512
5.75288,20.1528,16.1362
3.75947,18.7049,15.4053
4.26075,17.8199,13.2541
1.9187,16.6417,14.4838
10.3582,22.1079,16.9588
16.2794,29.2899,23.4143
13.0769,25.2808,18.7363
11.8444,23.5824,16.9848
9.98418,20.892,14.6482
13.5302,22.8428,16.8469
14.3045,19.5622,15.2681
15.088,19.4121,16.0396
16.4256,19.4418,16.7171
18.2925,20.2184,22.4707
23.9057,42.0973,45.1912
20.9939,39.8755,38.4712
13.0513,28.2385,27.7815
12.9009,35.2504,29.1618
6.83171,19.2045,17.8027
22.3517,25.0751,24.4594
17.7669,22.9582,20.7675
15.5951,23.1858,20.3342
12.0891,16.6266,15.3892
9.51166,20.0715,15.1946
26.7061,22.0209,20.2825
26.8132,21.5339,18.2184
26.4635,20.3276,15.7905
26.5979,17.7899,12.8255
26.9882,15.6291,10.014
10.5501,8.95592,7.30982
8.1752,6.71143,5.17768
6.07218,4.77953,3.45681
4.33573,3.24887,2.18119
2.94654,2.10347,1.28757
7.76013,15.606,14.5563
5.22333,13.6557,12.0397
3.10836,12.2887,9.1436
1.70991,10.9933,6.85484
0.766903,10.5037,5.35773
8.7908,11.7912,10.4031
6.56589,8.61305,7.22808
4.56353,5.96483,4.57096
3.0933,4.28166,2.72269
2.64376,5.76048,3.16758
9.98663,12.6864,9.11663
7.21198,12.0126,7.2919
5.24792,11.4296,6.99029
3.34752,10.8816,6.4411
2.68511,12.8198,6.24668
15.7592,8.17099,9.16971
8.84262,7.70198,8.5523
5.95828,8.5194,9.4974
5.0541,8.98491,9.55944
3.95405,12.5237,9.43721
8.13283,17.1104,13.6066
6.37448,16.0669,11.6907
5.03499,15.6654,10.6992
4.18346,15.518,9.73019
3.75538,15.4604,9.54517
15.7748,8.85715,8.36999
13.0594,6.48992,6.05457
10.5959,4.44408,4.08801
8.40128,2.89118,2.63337
6.46669,1.7934,1.59892
21.3328,8.38841,8.2842
18.5757,6.09733,5.9493
15.7488,4.12136,3.99312
13.1164,2.68765,2.54389
10.5804,1.67158,1.54642
16.2253,9.31314,8.8318
13.4879,6.89856,6.48501
11.0238,4.83781,4.45265
8.72833,3.18672,2.8976
6.71311,2.00238,1.81544
19.9824,9.59372,8.85022
17.1906,7.39581,6.77926
14.222,5.37778,4.90254
11.4432,3.80303,3.44934
8.78168,2.5759,2.31893
15.6494,8.73718,8.29284
13.0038,6.38892,5.99124
9.07187,3.33883,3.05586
5.89467,1.5124,1.35067
3.43016,0.610566,0.530836
16.0368,9.54658,9.61991
12.7251,6.70965,6.59178
10.0196,4.40211,4.31812
7.69478,2.66916,2.60896
5.68466,1.48914,1.46584
16.6811,9.59605,8.72114
13.9846,7.05555,6.17191
11.3365,5.15751,4.84799
8.66371,3.57887,3.33234
6.81668,3.10518,2.74526
17.5376,24.3214,25.2777
12.4765,20.8968,22.2112
8.04254,17.5979,18.9907
4.72442,14.1403,15.2119
2.43303,10.5934,11.2946
16.7011,10.8389,10.2469
14.1454,9.54712,8.92362
10.2354,8.29931,7.63093
5.95846,7.76092,7.07761
2.89111,7.44093,7.00416
16.4982,12.3931,13.2757
13.5726,11.2109,11.939
9.99547,9.34744,9.96894
6.58885,7.47841,7.91265
4.43589,6.89311,7.20995
16.5006,14.3643,16.1541
13.1468,12.6783,14.325
10.3999,11.1248,12.533
7.60178,9.04989,10.106
4.45849,8.02235,8.52542
15.9153,17.8338,19.1864
14.5235,17.8304,19.1859
10.9133,17.7429,19.1372
8.93229,8.64668,18.8255
4.45657,16.4162,17.1191
13.6979,19.868,13.5734
17.6292,9.17933,7.98126
8.82928,16.5654,12.657
6.59152,13.4599,14.5127
4.19355,8.59804,11.1003
17.3804,24.9305,24.0123
15.3788,21.732,23.4673
11.6237,16.906,18.2648
9.82644,14.7867,14.919
8.11332,12.7468,13.1842
12.6188,16.2499,18.0673
13.5435,15.5364,17.8715
14.6316,16.3052,18.0341
16.3414,17.1647,20.7384
19.122,18.8835,17.8033
21.5956,32.2953,34.3999
18.9543,29.0278,29.2887
10.5905,20.6765,20.0581
11.248,19.2039,22.4119
5.37197,14.3412,13.813
21.0972,24.152,24.063
15.3561,16.2509,17.5718
13.2477,18.9827,19.4055
9.97211,10.7092,12.1601
6.96166,13.2424,13.6152
32.1909,17.8846,17.9561
32.41,15.3774,15.608
32.1902,12.6962,12.9023
32.1551,9.57678,9.80222
32.3963,6.62076,6.83628
16.8387,9.92314,8.42818
14.242,7.6174,6.30608
11.7363,5.59377,4.49418
9.45345,3.8882,3.04745
7.40352,2.58625,1.95284
15.0755,14.8369,15.2257
12.5396,13.421,13.9663
9.99864,11.7966,12.4321
7.31463,9.55096,10.217
4.68846,7.05842,7.73406
14.7379,12.6823,12.2064
12.0038,10.408,9.69041
9.46039,8.12838,7.07655
7.09449,6.12741,4.93866
4.6675,4.58683,3.32159
15.9351,10.3802,9.87044
12.9526,8.1194,7.64076
10.4541,6.12124,5.83327
7.69442,5.47418,5.28338
5.65835,5.10114,5.57483
25.7682,9.37687,9.4403
21.0415,6.0622,6.2218
18.213,4.55926,4.74337
15.9974,3.60773,3.79519
13.3431,3.18267,3.21007
15.6435,13.7705,14.668
12.6586,12.2797,13.1827
9.64464,10.6833,11.5755
6.84876,9.16402,9.88614
4.26718,8.02107,8.42628
13.463,8.11086,7.86944
10.9124,5.78399,5.5799
8.57018,3.79847,3.66671
6.5958,2.33473,2.27861
4.88685,1.3439,1.31478
18.6092,7.60097,7.77711
15.8957,5.34288,5.50663
13.1838,3.43106,3.61098
10.6854,2.08972,2.22552
8.40473,1.19001,1.29799
13.9193,8.61906,8.32766
11.3349,6.19863,6.01296
8.9538,4.16917,4.0418
6.99953,2.63289,2.53739
5.21701,1.54034,1.52003
18.5382,9.04118,8.27872
15.785,6.95003,6.32509
12.9157,5.0931,4.61832
10.0562,3.58938,3.25794
7.78593,2.62544,2.39791
13.3144,8.01034,7.77262
10.8081,5.6938,5.51641
7.19452,2.74695,2.68084
4.37843,1.09842,1.09443
2.33081,0.393351,0.394215
13.4336,9.55298,9.21825
10.031,8.61943,8.40946
7.66222,5.97711,5.80619
5.80331,3.70164,3.69695
4.23558,2.05086,2.0092
15.2171,8.58903,8.54896
12.8866,6.7543,6.43946
11.0517,4.86002,4.90931
9.0216,2.84418,4.02921
7.48485,2.23582,3.61879
14.8505,24.1423,25.3651
10.1682,20.8804,22.7738
6.29947,17.9173,20.1893
3.79665,15.3302,17.3664
2.32832,12.9668,14.4601
14.2142,10.2809,9.74177
11.73,9.24096,8.60477
8.26732,8.25478,7.56475
5.09832,8.09389,7.43853
2.75662,8.80433,8.36033
14.682,13.9138,15.5346
12.0003,13.0663,14.5625
8.76932,11.9909,12.9317
5.65086,10.8155,10.7852
3.81463,9.5484,11.1045
13.5045,14.8057,16.6069
10.5338,13.7469,15.4397
7.82646,12.6823,14.4293
4.85624,11.6721,12.7727
2.24038,11.3639,11.9391
12.3512,17.4186,18.6711
10.1425,18.1996,20.4515
8.53998,18.0006,20.3878
6.55522,16.9204,20.0227
3.72881,17.8938,20.1996
10.8465,19.7429,20.9444
10.829,18.252,18.8876
7.31372,15.6772,17.0437
4.43522,12.0095,16.8215
3.39705,8.99893,14.3891
16.2173,24.5514,25.7056
14.7781,22.4858,25.0123
11.2604,18.5668,19.5305
9.60232,17.1699,17.713
8.16787,15.6914,16.26
12.6307,19.0316,24.1645
13.3714,19.6067,25.4743
14.4248,22.6061,27.2739
15.8481,23.6135,29.2768
18.4457,26.9465,31.2271
27.2999,38.8302,51.2891
22.6858,27.8068,30.6792
16.2013,25.7295,35.4002
14.5949,19.552,25.8494
9.57057,17.9974,23.4133
21.9317,24.4411,24.3878
16.4172,17.6474,21.4058
14.3113,21.2202,22.3042
10.7445,12.0247,16.0681
7.87799,16.6197,17.4765
29.9924,19.9919,19.6047
30.4403,17.709,18.2199
30.0383,15.4123,16.2422
30.6819,12.7912,13.5761
30.4392,9.9001,10.8305
11.7905,8.64266,7.54467
9.70431,6.38656,5.42819
7.93242,4.4663,3.72472
6.33696,2.93356,2.38148
4.88116,1.83587,1.44635
12.6327,14.5753,15.6241
10.2989,13.1981,14.5348
7.81359,11.5772,13.0446
5.32973,9.55282,11.2216
2.67531,7.5216,9.05729
13.1042,12.3827,12.2366
10.6214,9.95508,9.63386
8.28991,7.39051,6.7973
6.07489,5.00499,4.58877
3.93035,3.35093,2.94107
12.2586,11.5503,9.64244
9.76525,10.8735,7.88652
7.0192,10.5007,8.18654
6.09166,10.4003,8.63558
4.41202,10.0413,10.763
23.4936,9.07148,9.1854
18.4299,5.75288,5.85687
15.1738,4.64849,4.53993
12.7782,3.99291,3.75035
2.82104,8.3394,7.08655
13.1018,13.59,15.3018
10.242,12.6754,14.214
7.38836,12.0619,13.168
4.63635,11.5768,12.3995
2.1889,11.5094,11.7748
11.6976,8.2486,7.90856
9.2418,5.89951,5.59757
7.05061,3.92929,3.66652
5.30019,2.4509,2.27152
3.8659,1.44178,1.31511
17.1189,7.77412,7.80625
14.3916,5.50663,5.50811
11.6662,3.62691,3.60375
9.22888,2.26203,2.22464
7.0557,1.32896,1.27618
12.1799,8.68076,8.37198
9.69749,6.33953,6.01668
7.45584,4.30677,3.9875
5.59285,2.73534,2.55429
4.08886,1.64683,1.49503
17.0559,9.27024,8.96532
14.1801,7.11137,6.85496
11.4974,5.3843,5.16391
8.81153,3.91433,3.72845
6.53775,2.83834,2.68768
11.6035,8.12561,7.80687
9.16452,5.81295,5.53119
5.81835,2.86987,2.67451
3.45134,1.19074,1.08992
1.84641,0.43431,0.400692
13.1366,9.71365,9.59905
10.5026,6.88499,6.94756
8.14496,4.63336,4.61511
5.91036,2.75363,2.76112
4.14345,1.54252,1.52386
14.1002,9.25285,8.90459
12.1899,7.09407,6.98412
9.41065,5.2215,5.82572
7.7564,3.67617,4.21792
6.73771,3.27893,5.05401
18.8775,25.6759,26.1676
14.5755,22.9342,23.5801
10.8118,20.1524,20.7209
7.22615,16.8604,17.0241
3.7429,13.2722,12.8438
16.2468,14.4555,13.7399
14.3713,13.1438,12.4323
11.6015,11.4397,10.6209
8.43161,9.66667,8.9569
5.29185,8.06795,7.92228
16.834,15.0066,14.6955
14.6219,13.6464,13.5488
11.5223,11.5202,11.4199
7.86248,9.57792,9.29981
5.80599,8.025,9.58269
13.3628,14.7062,14.929
10.5697,12.0701,12.5934
7.85208,10.7481,10.9961
5.3708,10.1805,10.3828
3.22936,9.94485,9.7141
19.2812,19.1243,11.6275
10.4888,19.9327,20.611
7.62743,18.46,20.3239
5.74793,10.6692,8.26411
3.56871,17.4381,18.5795
11.5818,14.5196,17.996
7.75915,16.02,19.6658
5.60354,15.8006,15.8065
4.30168,12.9109,14.3292
2.63345,14.9341,13.9418
15.9507,21.7887,21.6916
16.4346,22.7579,24.253
12.7206,17.4969,18.769
11.0849,15.3509,16.169
9.98124,14.6014,15.0465
13.1049,18.7483,18.67
13.6802,17.8856,19.0599
14.7047,17.5834,18.7245
16.1178,19.0254,19.2919
18.8513,21.1945,20.5193
25.9123,34.7248,44.8204
22.4172,39.1418,33.137
14.719,20.2447,31.9594
13.9815,28.6824,23.5189
8.0783,12.8668,20.5949
22.7817,24.2615,24.3144
18.2164,18.5874,19.9682
15.0807,20.6327,20.9772
12.3393,11.5411,14.8033
8.56815,15.5377,15.4957
28.3636,19.778,19.384
28.9125,18.1389,17.7953
28.3293,15.4084,15.0941
28.2069,12.3451,12.3203
28.3401,9.54712,9.44628
11.0494,9.01421,7.53878
8.80298,6.71405,5.42338
6.826,4.72583,3.68207
5.23103,3.1639,2.39017
3.93563,2.00321,1.46152
11.9842,14.7768,14.8011
9.78352,12.9592,13.0468
7.4362,10.3795,10.5912
5.22085,7.94718,7.98716
2.99421,5.88937,6.32273
11.6565,11.4621,10.5724
9.27643,8.98165,7.78797
6.82475,6.45641,5.18825
4.91709,4.287,3.17457
3.07512,3.2853,2.13614
11.6627,11.2694,10.1285
9.04748,9.85474,8.47204
6.54016,8.44381,6.97494
5.09332,7.21033,6.42816
4.01245,8.08248,6.64123
22.374,10.0063,10.2549
17.186,7.17782,7.38066
10.3592,6.44375,6.90731
9.2436,5.53811,5.99661
5.2819,5.91435,6.60462
12.5671,14.4934,15.0764
10.1901,12.5866,13.2364
7.70773,10.9017,10.9871
5.29798,10.1932,10.1147
3.27951,9.8931,9.63061
14.9585,8.41646,8.06282
12.3463,6.04624,5.76241
9.92032,4.02446,3.8209
7.83691,2.52124,2.3668
6.05032,1.47573,1.40067
20.4534,7.9242,7.99848
17.6802,5.62989,5.69638
14.9027,3.69056,3.75675
12.2734,2.27811,2.34349
9.86762,1.31794,1.35263
15.4555,8.89641,8.55655
12.8809,6.52151,6.16991
10.3604,4.3874,4.17605
8.20903,2.79954,2.65978
6.36747,1.68229,1.56334
20.77,9.33242,8.78575
18.0761,7.28129,6.81423
15.1748,5.39229,5.01538
12.3377,3.85712,3.57538
9.64663,2.66455,2.47035
14.8684,8.30629,7.9897
12.2672,5.96498,5.70256
8.47782,2.94846,2.80118
5.52297,1.21367,1.15545
3.31905,0.442063,0.421733
15.2234,9.46955,9.14726
12.1318,8.78306,8.43192
9.13401,6.28125,6.06069
6.86831,4.01121,3.85098
5.05581,2.2839,2.1598
15.3915,9.00571,8.79009
13.06,6.49802,6.28211
11.1431,4.91383,4.5861
9.26543,4.10064,3.42093
7.0871,3.53189,3.51069
15.5903,24.033,24.5833
10.6891,20.8489,21.4498
6.62136,17.7355,18.3099
3.94695,14.8859,15.1423
2.27729,12.1119,11.9619
13.8367,10.9359,10.5986
11.9628,9.7222,9.35245
9.51038,8.27117,7.90588
6.73722,7.20308,6.80466
3.57625,7.16475,6.65175
14.5382,13.1885,13.5876
12.2177,12.2913,12.5103
9.25719,10.7715,10.7242
6.27807,9.00037,8.96421
4.46886,8.67969,8.4601
13.7977,14.5121,15.3885
11.1976,13.2524,13.5727
8.54544,12.0627,12.773
6.85847,11.2234,11.3372
4.20792,9.85818,9.6482
19.0325,17.5461,18.516
16.8751,17.56,18.4639
12.9295,17.4776,18.0442
10.6128,6.73707,17.787
9.29502,16.6486,17.6941
13.8725,18.3931,20.0971
10.3578,20.0025,17.3797
10.7682,17.7376,20.6844
6.12221,13.7813,14.9245
5.04107,14.7697,13.3211
18.0405,25.9646,25.9313
15.2646,22.344,23.0361
11.9394,18.0534,17.9767
10.1286,15.7773,15.2521
8.52546,14.1349,14.116
12.6764,18.4754,20.4763
13.5964,17.1065,19.9578
14.9072,17.2186,19.7042
16.6398,18.0156,22.413
19.622,18.3459,23.2842
25.5946,49.4212,52.089
21.571,25.1631,22.4973
14.2798,31.6327,33.0051
12.9033,16.6756,16.773
8.02141,22.8347,22.176
21.4595,24.8954,24.8591
15.5011,17.2004,15.9299
13.5375,20.6821,20.6994
9.66573,11.6729,12.4768
7.21327,15.2728,15.4044
31.4861,16.4905,16.546
31.7597,13.6529,13.8026
31.8696,10.7103,10.8211
31.853,7.97011,7.97277
30.285,5.194,5.09625
14.2888,8.84435,8.19576
12.07,6.58002,6.03808
10.1061,4.62093,4.22281
8.30543,3.04576,2.75191
6.66021,1.88479,1.6812
12.7168,14.7636,14.967
10.369,13.2508,13.6197
8.1206,11.4612,12.0212
5.91672,9.43636,9.96798
3.90256,7.65047,7.89064
