MOS,PSNRY,PSNRCb,PSNRCr,SSIMY,SSIMCb,SSIMCr
3.22222,26.6584,25.6853,31.8603,8.63649,1.9573599999999998,5.00595
2.19444,24.0457,23.7691,27.4367,6.68687,1.6200700000000001,4.47323
5.18919,33.9783,55.3668,55.1476,15.1829,25.4621,25.9558
4.47222,29.1479,52.7584,52.1045,10.1118,23.0443,23.338
3.4864900000000003,25.281,50.2826,48.8624,6.04732,20.8167,20.7094
3.0,22.7337,47.6927,45.1635,3.4409300000000003,18.5051,17.742
2.11111,20.97,44.9756,40.9216,1.9098700000000002,16.3059,14.3766
6.08333,34.7061,38.4852,37.9763,13.8057,9.19055,8.92313
5.16667,31.5114,37.3925,36.8258,10.8039,8.42292,8.153039999999999
4.42857,27.711,36.3887,35.7756,7.31641,7.95609,7.68382
2.81081,24.6305,34.7038,34.0685,4.62791,7.286110000000001,6.96877
1.54054,21.4516,33.149,32.4488,2.33124,8.51506,8.14874
5.97297,33.6797,46.065,44.0951,13.9756,16.7179,15.7698
5.94595,30.659000000000002,44.5829,42.5402,11.2458,15.9786,14.8184
4.91667,27.4483,41.5545,39.1835,8.19304,14.8338,13.0051
3.21622,24.4088,36.7616,35.2019,5.26094,14.0056,11.7894
2.08108,22.3195,27.4231,33.0811,3.58759,9.67869,11.0522
5.91429,33.3242,46.4892,46.703,13.3416,17.0892,17.6634
5.675680000000001,30.3109,45.5026,44.9245,10.3957,16.4422,16.2966
4.69444,27.3381,44.6295,42.8784,7.8649,15.9928,15.065
3.6756800000000003,24.1626,41.9277,39.0196,4.73278,15.1443,13.1429
1.45946,21.1373,38.9966,34.6604,1.98542,14.9127,11.5631
5.94595,32.8496,49.4273,48.7142,11.9331,19.5036,19.7456
5.86486,31.1723,50.9652,49.5987,11.2145,20.9589,20.767
4.21622,27.1902,50.3505,49.5412,7.634639999999999,20.4768,20.7136
3.83333,23.9219,50.0116,49.5042,5.23121,20.1895,20.6906
3.43243,21.293000000000003,49.18899999999999,49.2376,3.21528,19.4435,20.4979
5.45946,33.9421,51.5416,51.5948,14.3786,22.2712,22.4687
3.9142900000000003,29.5468,48.5003,49.4194,10.0854,19.0564,20.3697
3.2777800000000004,27.1076,47.496,47.5955,7.22652,18.1381,18.5693
3.16667,24.3268,48.3801,47.8918,5.38992,18.9203,19.0215
3.10811,20.8163,43.9134,44.0033,5.543159999999999,15.245,14.6378
5.69444,32.8231,59.1809,56.9741,15.4892,29.3967,28.3358
6.05405,29.6545,56.7693,55.2062,14.1834,27.0666,26.9462
5.75676,26.9442,52.5233,49.283,11.3717,23.4896,22.4138
5.55556,25.2076,50.3708,46.5685,9.38822,21.6727,20.3223
4.4705900000000005,23.419,47.8568,41.7759,7.99869,19.7113,17.1574
2.83333,26.9346,48.905,38.4822,12.7186,23.6889,16.6914
2.82857,25.9567,49.6699,39.5969,13.3508,24.5408,17.8513
3.10811,25.4308,50.9093,40.1544,14.2577,26.0787,18.7389
3.58333,24.7444,52.5492,42.4899,15.6382,27.6727,20.8993
3.89189,25.8427,38.0644,28.7849,18.6542,22.9891,20.4682
5.80556,32.5685,66.9171,77.0014,26.151,37.5184,47.886
6.05405,28.1313,78.6864,101.06700000000001,22.7253,48.6629,76.0826
4.88889,22.1226,51.9151,61.1745,14.9282,25.0028,33.4656
5.02778,18.5885,75.9213,84.7321,14.33,46.0402,54.8183
4.19444,16.1957,38.5048,47.6033,8.37647,15.8711,22.9891
5.35135,36.351,45.5195,46.3288,22.205,25.1266,24.8868
6.62162,30.2047,40.1436,40.5184,17.1805,21.3923,22.7744
4.08108,28.3376,38.0962,38.5827,14.2338,22.2066,22.0271
6.24324,23.4614,34.2024,34.0929,11.1435,14.649000000000001,18.0344
2.97143,22.3084,32.2004,32.7347,7.635680000000001,19.4099,16.9869
4.62162,53.4789,35.4025,35.6667,31.1584,20.1578,18.9147
4.22222,53.4857,32.6653,32.8927,31.642,19.1176,16.9137
3.7714300000000005,52.8751,29.2782,29.7832,30.9697,16.6214,14.2625
3.4722199999999996,53.398999999999994,26.1972,26.944000000000003,31.4796,14.557,11.3768
3.41667,53.0083,23.294,23.8416,31.4438,11.5851,8.51171
5.94444,36.0695,37.6956,36.0869,15.3931,8.413030000000001,7.294060000000001
5.47222,33.0914,34.7173,33.09,12.65,6.13087,5.14364
5.08108,30.1076,31.7098,30.1067,10.085,4.2253,3.43439
4.52778,27.0791,28.7049,27.0653,7.719760000000001,2.7656099999999997,2.1443
3.94444,24.0977,25.7426,24.1046,5.71122,1.7461,1.28692
5.85714,33.4062,46.0897,46.0993,13.0532,16.0935,16.5317
5.83333,30.2252,44.7464,44.751999999999995,10.4034,14.8356,15.2981
6.02778,27.2265,43.1064,43.0707,7.83838,13.3995,13.8416
5.08333,24.1153,40.7246,40.4131,5.0773,11.6335,11.7916
4.33333,21.0701,38.4201,37.375,2.4691799999999997,10.4898,10.054
5.7027,33.7807,42.8863,41.6616,13.2461,13.2712,12.4128
5.27778,30.7065,40.1704,38.7298,10.579,10.7335,9.7152
4.675680000000001,27.8005,37.1901,35.4404,8.08043,8.08535,6.918989999999999
4.05714,25.0354,33.7189,31.5263,5.73196,5.39015,4.15552
3.05405,22.4697,29.9492,27.4323,3.71406,3.2760000000000002,2.18414
5.55556,34.2233,42.409,38.4607,13.5023,13.5545,10.7956
5.18919,31.0702,41.0401,36.8029,10.2795,13.9656,10.2809
4.30556,27.0887,40.7509,35.734,8.06605,13.9016,10.0783
3.1621599999999996,25.5867,38.2316,31.8435,6.898460000000001,13.2006,8.59388
2.19444,21.1153,36.8999,29.8247,3.5253699999999997,15.1774,7.61569
6.28571,40.923,36.6628,37.131,22.4082,8.09807,8.69997
5.61111,35.8466,31.5296,31.9893,17.2868,4.76219,5.2125
5.77778,32.8355,28.7478,29.1641,14.1699,3.4470300000000003,3.7823300000000004
4.80556,30.1648,27.6444,27.7422,11.3715,3.14447,3.2608200000000003
2.40541,21.9628,29.0503,31.3853,2.6568099999999997,6.401619999999999,7.140389999999999
5.7027,33.4186,45.2594,44.8663,12.9883,16.3064,16.3235
5.58333,30.2522,44.3384,43.7263,9.92292,15.8275,15.6271
5.10811,27.1349,43.2639,42.0541,6.976369999999999,15.4139,14.7491
3.08108,24.0818,41.6539,39.0404,4.26869,15.056,13.1531
0.45946000000000004,21.0184,39.3006,33.7213,2.11804,14.8623,11.2796
5.74286,36.5201,37.14,36.6546,10.4873,8.01578,8.37979
5.34286,33.5268,34.202,33.69,7.988510000000001,5.7170000000000005,6.0326
5.22222,30.511,31.2298,30.6353,5.78679,3.78398,4.02324
4.19444,27.5368,28.3751,27.6488,4.01541,2.3796,2.53095
3.9729699999999997,24.5784,25.654,24.6624,2.6571700000000003,1.44536,1.49432
6.05556,42.3766,36.6004,36.5608,15.9343,7.568239999999999,8.294030000000001
6.05405,39.5073,33.667,33.5508,13.2047,5.3365800000000005,5.93443
5.88889,36.5269,30.7896,30.5056,10.4949,3.5436699999999997,3.9430099999999997
5.2973,33.5833,28.1707,27.5081,8.03641,2.3103,2.4699299999999997
4.38889,30.5629,25.5335,24.4485,5.8120199999999995,1.4323700000000001,1.43438
4.8,36.5111,37.1441,36.6846,10.9659,8.51229,8.87294
4.43243,33.5687,34.2058,33.6988,8.45266,6.16685,6.472919999999999
3.8378400000000004,30.5148,31.281,30.6347,6.19706,4.18348,4.38047
3.5277800000000004,27.447,28.4166,27.6732,4.296819999999999,2.6915299999999998,2.82403
2.91892,24.5832,25.6738,24.715999999999998,2.90006,1.65566,1.69271
6.28571,36.7876,37.8428,36.2771,14.4179,9.754660000000001,9.61257
6.16216,33.7772,34.8668,33.2545,11.6236,7.55272,7.32263
5.19444,30.7721,31.9148,30.237,8.9519,5.62447,5.323580000000001
4.74286,27.7147,28.9281,27.1619,6.44422,3.9671300000000005,3.6284400000000003
4.28571,24.613000000000003,25.9315,24.0466,4.24334,2.62239,2.2819
6.11765,36.4535,37.0616,36.6091,10.3987,7.913689999999999,8.297939999999999
6.11111,33.4781,34.1139,33.6362,7.9253100000000005,5.62396,5.9674
5.43243,28.5087,29.3248,28.6553,4.5365,2.78409,2.96981
4.37838,23.6254,24.7816,23.6907,2.30515,1.2179,1.24851
3.41667,18.9799,20.3401,18.8335,1.06637,0.486957,0.47209700000000004
4.55556,35.4542,34.5768,36.3812,11.3546,8.17356,9.75612
4.27778,31.6778,34.201,32.4222,8.82808,7.97042,7.53338
3.7297300000000004,28.4136,31.1148,29.4259,6.2123800000000005,5.46659,5.132569999999999
3.4857099999999996,25.4246,28.1872,26.2613,4.0028,3.3890800000000003,3.05116
3.10811,22.480999999999998,25.1924,23.4129,2.4595599999999997,1.82883,1.6755799999999998
5.91429,37.1679,36.5823,36.9076,12.1729,8.60936,9.15738
5.58333,34.6675,37.705999999999996,34.5607,10.4164,9.32399,7.54188
3.76471,31.4671,28.7515,30.8729,8.678889999999999,4.0147900000000005,5.599469999999999
3.75676,30.9394,26.0188,29.4396,8.29295,2.71219,5.4838
2.8571400000000002,25.6507,22.3175,26.6666,6.687869999999999,3.01768,5.13678
6.10811,39.9365,53.247,50.707,16.5104,24.1778,23.1345
5.16667,35.1746,49.8544,46.3665,11.6979,21.2823,19.3684
4.54286,31.3376,46.603,42.3494,7.948189999999999,18.5493,15.9336
3.8378400000000004,28.6575,43.5576,38.6934,5.6035699999999995,15.9586,12.6146
3.02703,26.5276,40.4226,35.1214,4.16071,13.418,9.49424
6.0,36.2081,43.5004,42.1657,10.4402,14.3986,14.199000000000002
5.51429,34.2042,42.3624,40.7877,8.82902,13.6066,13.1271
4.52778,31.7781,40.4176,38.6623,6.983860000000001,12.6674,11.5393
3.64865,29.2013,36.2487,35.5781,5.400180000000001,12.1442,9.85465
2.41667,24.0394,29.9294,27.6691,4.1163,10.6584,8.302589999999999
6.0,37.2273,44.4429,40.1726,12.2976,15.3102,12.1726
5.97222,34.9027,42.8991,38.6069,10.2744,14.3327,10.9684
5.43243,32.0051,40.2183,36.0666,7.71028,12.8753,9.365839999999999
3.5,29.0074,35.374,32.3983,5.47248,11.9464,7.701569999999999
2.71429,26.9046,35.3475,29.869,4.38267,12.1051,6.97986
5.91667,33.9505,43.7637,40.9727,9.14985,14.9165,12.9372
4.80556,31.0602,41.2097,37.8688,6.8486199999999995,13.425999999999998,10.5798
2.97297,28.1819,38.8507,34.3104,4.64154,12.482999999999999,8.65554
1.9189200000000002,25.4129,35.4829,30.5426,3.6522300000000003,11.9811,7.69053
1.27778,22.5879,32.0669,28.3583,3.31515,11.5554,7.52994
5.30556,45.9622,49.9055,33.9578,18.3156,20.2725,8.5694
4.43243,30.7419,45.6269,45.1693,7.25775,17.0163,17.0411
3.08108,26.730999999999998,46.6361,45.0603,6.30577,17.8678,17.0721
2.67568,23.9903,44.9998,44.5127,2.5782599999999998,16.1215,16.4789
2.37143,20.6581,37.6837,30.928,2.1985099999999997,10.9632,6.72616
4.47222,33.2448,47.0463,44.1754,8.03462,17.7479,15.7617
4.0,30.5422,47.5384,41.6441,6.637580000000001,18.485,13.7509
3.38889,28.0322,47.8216,35.7242,5.04781,18.9593,8.37833
2.89189,24.0141,41.7422,34.8381,2.4299,13.2611,7.521710000000001
3.61111,21.1788,37.1911,38.2665,4.32421,10.2093,11.7531
5.75,33.346,49.6085,43.7917,11.4065,20.8953,17.0119
6.08108,33.9788,53.5627,47.5661,15.398,25.1791,21.6802
5.1142900000000004,31.4765,47.6316,41.1096,12.2092,20.0315,16.2856
5.31429,30.5125,45.4435,39.0476,10.7927,18.1427,14.3946
4.21622,28.6234,43.2515,36.4675,9.08332,16.3422,12.4015
3.4,27.5355,43.2337,36.9484,13.0654,20.0602,16.1663
3.6216199999999996,26.7839,37.0919,32.2622,13.4353,18.4191,15.6135
3.83333,26.4798,34.1132,30.3877,14.3123,18.333,16.3611
3.8378400000000004,26.6112,36.4536,27.0541,15.8449,19.1983,16.4265
4.2,26.5177,31.6737,31.9324,18.1393,21.184,19.7734
5.94595,32.5775,58.6603,70.1151,24.0872,30.8793,44.2301
6.08333,28.1424,63.131,66.959,20.7224,35.8079,39.7455
5.324319999999999,22.1674,43.8902,54.468999999999994,12.8901,18.5221,30.1693
5.13889,18.6086,50.5455,57.5363,12.4514,25.9816,31.2894
4.56757,16.4926,30.7572,40.5645,6.42557,10.4184,18.788
5.91667,39.672,39.2449,34.8925,23.096,24.1438,23.4583
5.68571,34.8539,33.4274,29.0638,18.9255,17.6904,20.0472
4.83784,31.8633,31.5861,27.0833,16.0027,21.1461,19.0209
4.7714300000000005,28.8849,26.8828,22.0617,13.365,11.3543,13.957
3.91667,25.8735,25.4444,21.0469,9.65209,15.9592,12.9329
5.97222,53.4216,38.0824,33.4416,27.2133,22.0856,22.2211
5.59459,53.5749,35.0853,30.6075,27.3737,21.1426,20.340999999999998
4.82857,53.4239,31.9316,27.4257,27.2196,19.387,18.1248
4.91892,53.4834,28.9475,24.3775,27.3887,18.2861,15.6839
4.54286,53.4833,25.9433,21.5022,27.272,16.4015,13.2382
5.77778,37.2954,40.7591,34.7092,11.5717,11.4681,6.84161
5.43243,34.2818,37.7767,31.7373,8.983189999999999,8.92603,4.78659
4.83333,31.3356,34.8214,28.764,6.693280000000001,6.6288,3.17597
4.22222,28.3094,31.8109,25.7184,4.73428,4.59561,1.95556
3.75676,25.3074,28.8425,22.7267,3.1804900000000003,2.97745,1.1585299999999998
6.05405,33.6183,44.422,43.3733,8.5267,14.8634,14.8402
6.17143,30.5393,42.3461,40.725,5.94196,13.0377,12.4302
5.30556,27.5584,39.1988,37.0507,3.4927699999999997,10.5419,9.30995
4.0,24.781,35.63,32.4845,1.53982,8.210510000000001,5.93435
2.80556,22.112,31.9737,28.0979,0.259713,6.82825,3.67866
5.97297,34.3792,41.3884,39.242,9.1003,12.1676,10.9666
5.2973,31.5838,38.4107,35.8406,6.804069999999999,9.48338,7.960660000000001
4.6,28.901999999999997,35.7787,32.0924,4.6695,7.49638,5.05738
3.2777800000000004,26.3596,33.2158,28.2597,3.06067,6.6364399999999995,2.88551
2.36111,23.5145,29.88,25.6103,2.4149,6.78004,2.49749
5.51351,34.7208,42.9981,37.2702,11.2294,14.265999999999998,9.74968
5.24324,31.2936,41.8962,35.8398,8.33779,13.4953,9.11435
4.48571,27.6584,40.3302,33.4767,6.0599,11.8337,7.0049600000000005
3.80556,25.4335,37.9848,30.8913,4.834230000000001,10.5107,5.89858
2.22222,21.6155,34.2345,26.0797,3.3190199999999996,11.6275,5.06131
6.77778,40.521,37.1836,36.4979,17.1849,9.54247,9.994110000000001
5.54054,34.9741,33.3166,31.6938,11.8876,7.142739999999999,6.52499
3.44444,28.0144,33.0127,29.9971,5.08655,8.87306,6.4146
2.1621599999999996,25.2729,30.8364,28.1943,3.6788199999999995,10.2899,6.8957
0.81081,23.3756,29.0089,27.6898,3.3943199999999996,11.088,7.3601
6.08108,33.8555,43.6425,41.4724,8.90996,14.9331,13.4761
4.91667,30.7854,41.5344,38.7344,6.56865,13.5829,11.3362
3.0,27.8869,39.0267,34.9088,4.6921800000000005,12.4782,8.85022
2.11111,25.1385,35.6645,31.5074,3.6135099999999998,11.9844,7.806589999999999
0.89189,22.1437,34.1797,27.2936,3.2534400000000003,12.04,7.45816
5.76923,36.5548,37.1977,36.708,9.21135,8.169039999999999,7.62375
5.1052599999999995,33.5959,34.2853,33.7525,6.87454,5.891030000000001,5.380380000000001
4.68421,30.5413,31.2666,30.6794,4.85194,3.9330800000000004,3.48694
4.25,27.5155,28.3417,27.7004,3.30809,2.5072,2.14376
3.925,24.5337,25.4459,24.6773,2.2071400000000003,1.53424,1.2360200000000001
6.18421,42.381,36.6556,36.6005,14.5292,7.721,7.53293
6.28205,39.4746,33.7718,33.6036,11.8006,5.53621,5.27505
5.25,36.4867,30.8238,30.5617,9.17533,3.7040800000000003,3.42305
5.0,33.5114,27.9821,27.5588,6.833489999999999,2.3891299999999998,2.09373
4.6,30.5129,25.0988,24.5342,4.8512900000000005,1.47194,1.20551
4.65,36.5174,37.2002,36.7096,9.64462,8.64294,8.08175
4.076919999999999,33.6166,34.2782,33.7425,7.33195,6.32091,5.81818
3.85,30.5276,31.2745,30.7017,5.2075,4.32263,3.8633300000000004
3.28205,27.5435,28.3706,27.6571,3.6001199999999995,2.80614,2.4049
2.89474,24.5551,25.521,24.6926,2.42618,1.7574,1.41856
6.38462,36.1574,37.6622,36.3206,15.0151,10.9285,9.600810000000001
5.65789,32.9763,34.5045,33.1553,12.1864,8.7344,7.66257
5.225,30.1599,31.701,30.3584,9.80603,7.052389999999999,6.19045
4.6,27.1466,28.6896,27.3776,7.44983,5.5003,4.82691
3.575,24.1253,25.6466,24.4054,5.344469999999999,4.147469999999999,3.62621
6.5,36.4843,37.1139,36.6422,9.10627,8.05883,7.53515
5.6315800000000005,33.5108,34.1773,33.6729,6.7782,5.78446,5.30035
5.3,28.5334,29.3149,28.6983,3.762,2.92046,2.53107
4.30769,23.5511,24.487,23.705,1.92347,1.28839,1.0268700000000002
3.4736800000000003,18.6297,19.6427,18.784000000000002,0.930219,0.516595,0.382952
4.81579,36.1298,36.1532,36.4371,10.8025,9.293619999999999,9.25424
4.53846,32.9903,32.8095,33.3456,8.01125,6.4337800000000005,6.60434
4.1,29.9588,29.8245,30.1379,5.69014,4.21842,4.22155
3.75,26.9418,26.6881,27.2748,3.73046,2.47772,2.52969
3.5,23.9148,23.7775,24.2593,2.3458200000000002,1.37079,1.3597700000000001
4.97436,37.1093,37.6696,37.0175,12.0486,10.4102,9.51223
4.1,33.7169,34.1213,33.5797,10.0474,8.059439999999999,7.944189999999999
3.84615,30.748,30.8113,30.3792,8.34131,6.763739999999999,6.055219999999999
3.825,28.2515,28.6203,27.4616,8.362060000000001,6.03373,5.15583
3.6153800000000005,23.9351,24.4198,26.7502,7.02509,4.48343,5.7163699999999995
6.34211,40.6198,53.26,53.7352,18.3368,25.3478,25.3056
5.6,35.8354,49.6354,50.1489,13.8078,22.358,22.3473
4.47368,31.8618,46.1675,46.7952,10.3366,19.6789,19.7419
3.75,28.8606,42.4518,43.4238,7.9379,17.0405,17.3371
2.95,26.3353,38.4467,39.7623,6.16261,14.1566,14.8761
6.65,39.5881,44.1838,43.803999999999995,14.2071,16.0471,15.2054
6.25641,37.1402,42.7724,42.4016,12.501,15.2353,14.2563
5.475,33.8657,40.3358,40.3278,10.1863,14.2384,12.9421
3.74359,30.3226,35.5829,37.3092,7.966819999999999,12.8133,11.5201
2.47368,24.99,28.4547,31.2525,6.12073,10.5464,9.93225
6.23684,39.3415,42.7179,43.6012,15.0223,16.224,16.6435
5.66667,36.6654,41.0774,42.18,12.964,15.048,15.6212
5.05128,33.3936,38.041,38.8631,10.1017,13.0333,13.6892
3.3,29.7945,33.2133,33.3697,7.410819999999999,10.7358,11.1723
2.48718,26.5995,28.9059,28.5438,5.77803,9.50307,10.6257
5.3684199999999995,33.9215,41.6499,43.2075,10.9856,15.4321,16.1766
4.076919999999999,31.12,38.2188,39.4601,8.37935,13.1927,14.1068
2.84615,28.2081,34.3256,36.199,6.58205,11.4452,12.7875
1.8205099999999999,25.0004,31.0629,33.1081,5.19384,10.4925,12.0356
0.7,22.267,28.9382,26.7063,4.5820300000000005,10.0033,11.2485
5.41026,33.0713,47.1878,47.0474,9.268360000000001,20.4944,19.3963
4.07895,30.7308,46.3444,46.7771,7.97767,19.6823,19.2604
2.84211,27.4491,36.148,46.5127,6.82125,11.7893,19.6237
3.1,24.9724,30.9127,45.004,5.36744,8.63545,18.4459
2.4,21.191999999999997,30.1874,31.1259,3.96777,8.7694,9.22509
5.12821,34.3047,40.7831,43.0342,9.20466,13.8835,15.062000000000001
3.64103,30.487,40.6263,43.7482,6.055540000000001,12.6948,14.850999999999999
3.925,28.908,32.0074,46.9559,5.1128599999999995,8.30911,18.3132
2.925,24.0898,40.995,45.1209,2.62629,13.6605,17.5091
2.42105,20.5624,37.0651,37.7942,1.7331900000000002,11.5031,11.1923
5.076919999999999,32.9778,43.611999999999995,45.7822,13.0093,18.9216,20.0065
6.0,33.3972,46.107,48.5571,15.6998,22.6593,23.0571
4.85,30.7549,41.7121,43.2212,13.2375,19.6541,20.1409
4.46154,29.5953,39.9813,40.9697,11.7703,17.909000000000002,18.421
3.5,28.1983,35.9538,39.9472,10.6598,15.5959,17.4337
3.725,27.8184,31.7451,33.0747,12.9428,14.8556,15.8867
4.05,27.2926,29.6619,31.0698,13.9094,15.2354,16.3899
4.025,27.7637,28.7443,29.4997,15.1639,15.6088,16.8494
4.28205,27.7161,27.4275,28.0757,16.7419,16.5784,17.4604
4.7948699999999995,27.1341,27.8377,36.3803,18.5407,19.1567,22.2551
6.8205100000000005,32.59,55.3902,66.7451,24.9431,31.031,38.1168
6.525,28.2291,53.196000000000005,51.247,21.3658,30.1516,27.6322
5.975,22.2049,40.2735,54.5764,13.7011,20.428,30.0363
6.075,18.7168,42.6054,41.8932,12.97,21.2854,20.0488
5.02564,16.3312,30.7974,44.4673,7.037910000000001,14.5159,22.9975
6.28205,35.9728,37.3683,40.677,22.8651,22.9233,24.9131
6.75,31.2742,33.5732,35.4793,18.5423,17.2117,18.2856
5.2,28.0316,29.4418,32.9179,16.6303,18.158,21.9171
6.575,24.6583,28.6132,29.3241,12.7586,12.3644,14.4968
3.7948699999999995,22.0107,23.4381,26.8942,10.5169,13.4939,17.0995
5.76923,52.6833,34.4862,37.8056,25.3925,20.6833,21.9226
5.71795,52.7621,31.4385,34.8874,25.4922,18.9965,21.316999999999997
5.5641,53.0089,28.4519,31.8641,25.6439,17.0785,20.0254
5.0,52.5093,25.4767,28.9597,25.2487,14.8959,18.3752
4.65789,52.2997,22.4724,25.9483,25.3387,12.5955,15.9294
5.51282,35.8675,38.3044,35.6268,9.53404,9.42383,7.1794899999999995
5.02564,32.8789,35.3141,32.6439,7.201339999999999,7.07238,5.12412
4.7,29.8718,32.3396,29.7275,5.2142,5.074,3.4794400000000003
4.30769,26.8944,29.3567,26.7407,3.6306,3.47824,2.2080599999999997
3.69231,23.888,26.288,23.7457,2.42665,2.25426,1.32065
5.84211,33.8529,42.1919,43.0213,9.60062,14.3727,14.6791
5.46154,30.7766,40.1211,40.8512,7.32407,12.7941,13.0346
4.15789,27.7129,37.256,37.9043,5.11005,10.9423,11.1929
3.17949,24.7531,33.2067,33.9702,3.35526,8.77314,9.2608
2.825,21.8466,29.2868,29.9859,2.10506,7.16052,7.81826
5.23684,34.9365,39.9763,39.0187,9.48024,11.4902,10.1341
4.4359,32.0627,37.0855,35.5148,6.97006,8.94004,7.038239999999999
3.89744,29.2571,34.0347,32.1795,4.77792,6.5939,4.61474
3.17949,26.5016,30.7521,28.8779,3.15269,4.8665400000000005,2.88079
2.1,23.3549,26.9803,27.305999999999997,2.4407,4.72128,2.69462
5.97436,35.7148,37.6851,37.7595,9.76863,10.0185,10.3455
5.358969999999999,32.4258,35.2275,34.2706,7.6815,8.27132,7.66405
5.23077,29.4267,32.3847,31.6412,5.82719,6.69838,6.02626
4.358969999999999,25.809,29.1443,29.1435,3.8121199999999997,5.034680000000001,5.15935
3.92105,23.5807,27.4338,25.7684,3.2364599999999997,3.98235,4.265569999999999
6.71795,41.0798,36.6816,36.3309,19.839000000000002,10.6675,10.0673
5.84615,35.5542,33.2113,31.9106,14.8518,8.61412,7.774380000000001
3.9,28.4756,31.8062,29.733,7.685410000000001,9.61846,8.00067
2.65789,25.8026,29.5257,27.9894,5.94332,9.67193,8.27472
1.975,23.7449,27.2838,26.349,5.0788400000000005,9.42627,8.87482
5.74359,33.9105,42.1991,42.3314,10.0823,16.0265,15.8452
4.2051300000000005,30.9651,39.0597,39.1135,8.180010000000001,13.8603,13.8592
2.825,27.8391,34.8466,35.493,6.43012,11.5034,12.4242
1.8157900000000002,24.6622,31.1169,32.0866,4.95991,10.3684,11.7422
0.42105,21.9124,27.5278,28.4571,4.45231,9.828,11.4479
5.7619,36.4998,37.1363,36.6577,10.1306,7.76501,7.8837399999999995
5.47619,33.5401,34.1661,33.6924,7.6688600000000005,5.4686,5.5954
4.92857,30.4828,31.1153,30.6172,5.47265,3.5398699999999996,3.6597699999999995
4.26829,27.5133,28.2105,27.6421,3.74686,2.17535,2.26209
4.0,24.5531,25.2581,24.6596,2.44176,1.24938,1.3197299999999998
6.275,42.3546,36.5569,36.5492,15.5819,7.293130000000001,7.79522
6.15385,39.4907,33.6269,33.5775,12.8415,5.09513,5.51218
5.682930000000001,36.4758,30.572,30.5177,10.1139,3.24707,3.60238
5.30952,33.5529,27.6659,27.5124,7.69193,1.97628,2.21275
4.53659,30.4883,24.7893,24.471,5.46701,1.14399,1.27318
4.78049,36.4846,37.1364,36.6597,10.5631,8.24211,8.3546
4.21429,33.5521,34.1658,33.6994,8.119589999999999,5.90033,6.0347
3.9,30.4553,31.1345,30.6638,5.84508,3.91435,4.03435
3.425,27.5214,28.2164,27.6502,4.07855,2.46184,2.53443
3.0238099999999997,24.5276,25.2764,24.688000000000002,2.66416,1.4467,1.50698
6.125,36.3549,37.0583,36.9174,13.9593,9.223460000000001,9.98805
6.26829,33.3272,34.0467,33.8979,11.1965,7.117780000000001,7.66988
