SSIMY,SSIMCb,SSIMCr
13.4152,7.4021,6.9444
9.99821,4.49543,4.05912
7.25343,2.75593,2.52633
21.1029,21.4025,21.6371
15.4304,16.9199,17.2227
10.3803,13.2136,13.6261
5.81096,10.2636,10.8594
2.32942,7.76426,8.38128
16.6916,22.1329,22.2272
10.436,16.2399,16.66
4.82849,10.6612,11.105
12.5369,13.4825,12.062
7.53057,8.58606,7.31893
4.20829,4.93465,3.95401
2.50314,2.87635,2.16617
1.52719,1.60458,1.13794
30.8643,13.0638,17.1256
11.5925,10.3156,14.0266
6.81454,7.89226,10.5968
4.95162,6.95843,9.88659
6.09872,7.152,9.74112
13.5304,14.7495,16.4883
9.54258,11.3164,14.0243
7.31814,9.1755,12.3923
5.51617,8.2448,11.3967
4.21134,7.74024,11.0022
14.2338,16.6013,15.1968
9.54484,11.6222,10.3694
6.27491,7.48339,6.39104
3.90685,4.5829,3.78933
2.32118,2.7755,2.05031
17.2333,19.1938,22.3314
11.9366,14.1921,18.2498
8.7533,11.17,15.5201
6.07716,9.13035,13.0208
4.15431,8.12046,11.5745
8.14963,23.0882,24.7307
6.45053,17.9336,20.8471
4.94419,12.3938,16.1591
4.24542,10.5649,14.3055
15.1815,12.4363,12.0604
10.1681,7.56386,7.24841
6.45276,4.18153,3.94521
4.00856,2.1514,2.02271
2.47291,1.09531,1.02888
15.7354,14.0247,14.2556
10.2908,11.7474,11.9317
6.97079,10.5516,9.82909
4.45853,7.27934,7.74503
4.27964,7.28325,7.74623
13.5465,15.2425,14.4656
9.46675,12.5422,12.7081
6.08303,11.4143,11.4544
4.22645,10.7393,10.3393
3.2474,10.5602,10.0017
18.1118,15.5318,15.1425
13.0683,10.478,10.1406
8.97364,6.55433,6.22896
5.91488,3.76235,3.53643
3.99666,2.30236,2.08868
15.6463,20.1064,20.0172
10.4829,16.3415,16.5977
6.56664,13.5478,13.71
4.17131,11.7316,11.5421
3.21359,11.0039,10.6803
15.0415,23.1912,22.7025
10.6199,18.9212,18.2151
6.13665,14.0696,13.2124
5.07065,12.959,12.0833
22.4204,15.6638,13.7223
16.9383,10.2624,8.48021
12.8042,6.43253,4.94375
9.569,3.86382,2.72668
7.13786,2.26892,1.49534
37.5227,10.2243,12.9705
22.4608,8.97502,10.7947
15.6077,6.78344,8.56267
10.8665,5.22352,6.70719
6.932,3.93069,5.54694
22.4941,17.2818,15.1799
17.504,11.7635,10.8755
13.0002,7.74616,8.09133
9.45247,5.66383,6.658
5.96717,4.51745,5.99853
24.8954,18.8543,16.9541
19.805,13.639,11.8228
15.1946,9.21423,7.50284
11.6759,6.18228,4.78538
8.94157,3.90946,2.71274
25.6709,25.0111,26.0396
20.1639,20.4832,22.407
14.8597,15.7807,18.3052
10.3633,11.9959,14.6841
6.24337,8.99559,11.5096
16.9604,22.2864,23.2986
11.3889,15.6901,17.5212
6.49945,9.98652,12.0329
2.55087,5.7004,7.84443
23.1231,13.9402,13.1562
17.8153,8.90639,8.19873
13.4079,5.22741,4.63338
9.85951,2.84979,2.44239
7.01243,1.48993,1.2514
25.7435,12.2727,11.6043
18.6861,9.35157,9.11857
12.7371,7.29456,7.57082
7.9172,5.84755,6.49132
3.46748,5.74458,5.67641
22.9471,15.2974,14.1168
16.798,10.6601,9.29418
11.6333,7.96237,7.59397
7.27653,6.63134,7.0609
2.969,6.08009,6.68392
25.5121,16.6729,15.924
20.3516,12.3834,11.5917
16.2879,7.95997,7.32402
12.7757,5.06218,4.44128
9.62084,2.8847,2.51473
22.2131,24.4158,23.7444
16.361,20.7397,19.8716
11.0782,16.8801,15.9303
6.39636,13.101,12.3489
2.45604,8.66648,8.70168
16.0618,21.6773,21.9145
9.93745,15.299,15.8488
4.42214,9.76045,10.4481
13.552,12.1732,12.0088
8.52139,7.16579,7.04966
5.16652,3.90502,3.81246
3.17641,2.00078,1.97358
2.02302,0.99685,0.973825
16.6359,17.6183,13.8011
11.8191,14.5788,11.4653
8.54575,11.9659,10.2981
7.38075,12.9312,10.5009
5.86682,11.7218,10.7875
14.2954,18.0377,15.1836
11.6271,15.7192,12.2105
9.05792,14.5078,11.2509
6.55509,13.911,11.1198
5.06155,13.2356,11.0241
16.9556,15.566,15.4798
11.6612,10.2743,10.1255
8.01151,6.71727,6.56529
4.73035,3.46914,3.41418
3.23557,2.13732,2.06908
19.7281,24.4232,22.2727
14.816,21.9346,18.2917
10.4984,19.2325,14.7931
6.84694,16.1167,12.2798
5.00877,14.3383,11.25
18.5869,23.2668,22.536
11.7987,19.154,17.5239
5.92715,14.3139,12.2525
20.0542,13.7809,12.1288
14.9583,8.7941,7.30416
11.1292,5.16173,3.98211
8.39463,2.93818,2.08086
6.28724,1.66633,1.0938
33.9466,13.427,14.981
17.4807,10.5257,12.3117
11.9796,9.09475,11.212
7.64602,6.94693,9.81182
4.40836,5.82142,9.82479
21.6891,15.2985,14.0045
16.1036,11.4416,11.6732
11.1275,9.22389,10.7904
6.99431,7.80689,10.334
3.34094,6.51075,10.0627
21.4397,17.1271,15.5161
17.4379,11.8532,10.2526
13.4704,8.02933,6.54457
10.3144,4.91855,3.88104
7.86214,3.04199,2.17346
22.1959,25.1923,25.1197
16.4366,21.197,21.7954
11.2458,17.0313,18.1931
6.97502,13.4397,15.184
3.18209,9.44818,12.3403
12.6851,22.4178,23.6149
8.66928,16.3548,19.2907
4.50906,10.7118,14.4843
3.55641,9.55273,13.4172
18.9033,13.6441,13.417
13.8474,8.67414,8.48995
10.1403,5.12486,4.99269
7.5589,2.86181,2.807
5.7833,1.63839,1.61829
34.4773,12.7518,11.1472
18.59,10.4388,9.11069
12.4861,8.73014,7.52523
8.50426,7.13139,6.24193
5.56774,5.59026,5.31842
20.2722,15.6565,15.3869
15.3363,11.4906,10.011
10.9504,8.9036,7.65937
7.38429,7.35469,6.43699
4.87007,6.62276,5.76518
21.1478,17.1177,16.9367
16.7534,11.9765,11.7674
12.5914,7.87637,7.71703
9.44922,4.65223,4.49039
7.15532,2.7715,2.69945
24.4097,25.5181,24.7968
18.357,21.2392,20.0072
13.4217,17.2996,15.7451
9.07149,13.8363,12.1324
5.37016,10.9319,9.23424
16.506,23.7478,23.557
11.8104,18.3003,17.9662
7.37841,12.9801,12.5288
6.34113,11.8081,11.3351
18.0346,12.939,11.8542
12.6565,7.87612,6.91642
8.90887,4.48544,3.75496
6.16249,2.36486,1.87924
4.31374,1.28482,0.981322
19.4855,13.6306,14.956
13.4061,11.2378,13.2843
9.22,8.95899,11.2569
6.74509,7.70213,11.7452
4.24249,8.32345,12.312
17.5704,15.6525,15.1538
12.3624,12.5449,13.407
8.10483,10.3456,12.6352
4.54812,9.01688,12.4129
2.60637,8.64525,12.3567
20.0589,16.0269,14.9688
14.4487,11.0298,9.95199
11.1692,7.09301,6.20712
8.05102,4.12776,3.44924
5.92986,2.42687,1.93086
19.953,23.169,23.4167
14.2761,19.5184,20.2311
9.32534,16.1419,17.4494
5.09888,12.6437,14.8338
2.58713,9.96189,13.1341
12.5854,24.3787,24.7949
9.48454,20.18,22.2567
6.32986,15.4125,18.4598
5.52368,14.3455,17.497
16.9378,13.2882,12.5468
11.8589,8.37976,7.73432
8.01731,4.90371,4.40271
5.26518,2.73815,2.38384
3.38793,1.47597,1.26702
23.3489,13.7676,15.259
13.3753,10.4913,11.6862
8.53948,8.21764,8.94009
5.06436,6.65879,6.82706
3.44078,6.20668,6.91702
16.3706,15.7586,15.2559
11.1796,11.9674,12.9617
7.45085,9.54585,10.3045
4.39162,7.68981,8.09961
2.64078,6.89633,7.63619
20.1069,16.5414,15.7718
14.9764,11.5901,10.9236
10.6337,7.49808,6.80263
7.55309,4.59388,4.19212
5.04661,2.7277,2.39946
18.1959,21.1958,22.2175
12.6551,16.7195,18.161
7.74664,12.741,14.1714
4.27773,9.12015,10.1316
2.51634,7.15036,8.00713
17.6321,23.3092,23.9179
12.0911,18.1555,19.1992
7.49963,12.9551,14.0502
6.40124,11.7262,12.8044
16.7475,12.3797,12.0291
11.5476,7.43869,7.10477
7.68288,4.0133,3.79895
5.24288,2.12333,1.98356
3.59652,1.13156,1.04339
18.7026,14.1422,14.0675
13.0712,12.9613,12.8874
8.44149,11.647,11.8012
5.18655,10.1559,10.5296
3.22791,11.3247,12.0123
16.3063,14.592,14.138
11.4215,13.2414,12.7204
7.44194,12.1512,12.1759
4.36658,11.7863,12.0058
2.14229,11.4969,11.9616
17.3464,15.3797,14.9493
13.8652,10.4439,10.1429
10.319,6.71568,6.41361
7.1693,3.92229,3.75979
4.93297,2.25295,1.9948
20.6253,24.7388,24.8516
14.9655,21.2835,21.4831
9.89692,17.8165,17.9929
5.12476,14.3389,14.3462
2.13122,11.8605,12.2364
11.8099,24.2245,24.4598
8.38885,20.9177,20.965
5.0842,16.464,16.8234
4.33369,15.4283,15.8647
13.0885,14.4671,12.5893
8.8718,9.46531,7.7755
6.19486,5.76866,4.39131
4.45924,3.345,2.34179
3.23202,1.9624,1.25999
34.1392,13.4269,17.3113
17.0821,9.87223,12.8695
10.0072,7.53588,9.97711
6.6149,6.15945,8.64934
4.29526,5.96391,8.06127
17.8168,16.462,15.682
12.9947,12.0429,13.0023
8.70903,9.00467,10.5869
4.96197,6.70319,9.11897
2.21061,5.57763,8.84178
12.5785,17.5602,15.7824
9.44998,12.6292,10.7562
7.84897,8.6599,7.05557
5.62033,5.4255,4.09027
4.22734,3.32226,2.42458
20.3655,22.1535,24.2633
14.6245,17.2789,20.5054
9.34243,12.8161,16.8068
5.11676,8.72958,12.7432
2.33512,6.05019,9.47468
6.89364,23.378,24.7533
5.12263,16.5527,19.1439
3.22481,10.8553,13.8538
2.71881,9.72237,12.7766
17.3626,12.7811,12.7856
12.2537,7.77941,7.77635
8.67309,4.40939,4.41093
6.20388,2.32381,2.33493
4.44461,1.18614,1.19245
23.4679,14.6596,11.0509
14.7267,12.2633,9.19656
10.2649,10.8892,8.4394
6.43347,9.05265,7.49334
4.76904,8.91323,6.70716
17.6592,15.6536,12.9337
13.0515,12.5044,9.45412
8.71567,11.023,8.46143
5.41387,9.89327,7.94339
3.20588,9.1231,7.67364
20.3369,15.8202,15.9246
15.3376,10.8882,10.9426
10.9552,6.56353,6.64123
8.10754,4.01859,4.08291
6.15596,2.35116,2.3898
21.7341,25.4084,23.6576
15.9232,22.2072,19.2952
10.6616,18.7443,14.9391
6.53724,15.5353,11.4734
3.29998,11.804,8.88114
19.5231,23.6979,23.4989
12.8044,19.713,18.7827
7.38597,14.7854,13.7079
6.1865,13.6282,12.5069
18.7753,13.4712,13.9253
13.5618,8.56112,8.98073
9.51319,4.98252,5.36049
6.51502,2.72136,2.99554
4.53029,1.51127,1.72688
27.9765,14.3335,13.7289
15.7226,9.69364,8.79531
10.9439,7.29978,6.13077
6.77969,5.90096,4.96103
4.48378,6.05655,4.36354
18.9204,15.9629,15.6686
13.7803,11.6002,11.2537
9.80933,8.19927,6.72924
5.86182,7.14563,5.2968
2.79834,6.6105,4.858
21.1129,16.703,17.2404
15.618,11.724,12.2206
11.9003,7.4451,7.9519
8.22825,4.31197,4.63951
6.31482,2.78233,3.15314
19.9647,20.2861,19.8656
14.4353,15.8007,15.0519
10.0465,12.5123,11.3729
5.88604,9.69885,8.12444
2.57444,7.46348,5.7069
13.9661,22.8021,22.143
9.60009,16.9864,15.7107
5.24998,11.5119,9.95783
4.2449,10.352,8.75762
16.578,12.9533,12.7409
11.2175,7.88842,7.75591
7.92289,4.40321,4.36218
5.88464,2.39176,2.38904
4.40605,1.28533,1.28466
21.6678,14.7138,13.2142
15.5265,12.8852,11.298
10.6625,10.8298,8.96242
7.79999,10.3629,7.24748
5.8537,10.795,8.43981
19.5422,15.6187,14.5426
13.9632,12.8059,11.3236
9.98259,11.5674,9.7446
6.85545,10.9684,8.72154
4.01,10.7099,8.48932
15.8919,15.6041,15.493
11.8413,10.7019,10.5601
8.9176,6.67771,6.72463
6.94553,3.78265,3.81807
5.9506,2.60051,2.59961
22.4903,24.3437,23.9995
16.9994,20.8247,19.9348
12.1691,17.4165,16.1711
7.95805,14.5835,12.9464
4.55983,12.5902,10.65
8.5775,25.1017,25.0017
6.31247,21.9974,20.418
4.35731,17.5091,15.3953
3.80667,16.4767,14.3163
14.7675,14.161,12.976
9.66015,9.10881,7.98384
6.21942,5.63901,4.68437
4.00443,3.38073,2.63075
2.73189,2.11823,1.51666
30.354,11.5945,12.4083
16.9682,10.7131,11.4308
10.157,8.23329,8.52426
6.34056,6.27126,6.44426
4.75824,5.51527,5.65529
14.5999,15.5185,16.5078
11.576,11.797,12.1711
8.7691,9.09947,8.80613
5.66686,6.78894,7.12596
3.42244,5.11474,6.25578
17.4543,17.1119,15.9794
12.4419,12.4479,11.3015
8.7611,8.18077,7.25959
5.81053,5.33091,4.42034
4.00219,3.36697,2.65046
19.7522,20.2001,21.5728
14.4029,15.1143,16.7168
9.56473,11.1891,12.5249
5.60143,7.81609,9.14229
3.44903,5.22979,6.69219
15.5159,19.9468,23.1242
12.1327,14.3428,17.8501
8.21163,9.55253,12.2305
6.18041,7.49393,9.80571
12.0131,12.4724,11.7191
7.07645,7.48249,6.8618
3.9385,4.1811,3.71857
2.17426,2.26491,1.97038
1.22078,1.20657,1.02796
14.9182,16.1819,17.5451
9.99763,12.483,14.5345
7.70589,10.6552,12.557
6.40312,9.73199,12.503
6.40312,9.73199,12.503
13.7616,17.7793,17.5893
10.6431,14.5907,15.5486
7.51231,12.0503,14.5382
6.13248,11.4876,13.1583
5.80092,10.2405,13.1648
14.3626,15.6874,15.0172
9.44296,10.509,9.81854
5.9817,6.4724,5.94215
3.79131,3.87007,3.58214
2.32608,2.37584,2.13749
16.6646,21.2991,21.9907
12.3126,17.099,18.0699
8.95981,13.2811,15.3744
7.28364,11.9938,14.4369
5.9304,11.3831,14.0588
8.68558,24.1817,25.2662
7.42109,20.2641,22.9382
6.35308,15.9919,19.561
6.01768,14.9138,18.423
13.8122,12.4518,11.7344
8.95267,7.60688,6.9571
5.36684,4.09648,3.61762
3.35646,2.19082,1.86063
2.12534,1.12046,0.911164
14.6524,13.8731,15.0694
10.544,10.9643,12.7267
7.05082,9.42195,10.6095
6.72156,8.96146,11.0565
5.63786,7.10761,12.5117
12.7956,15.6265,15.5919
10.1722,12.3677,13.6115
7.55565,10.5323,12.9144
5.32271,10.2212,12.7053
4.34813,9.85842,12.6427
17.4106,16.0294,15.2918
12.0166,10.6608,10.0198
7.85555,6.56802,5.95554
5.16255,3.93296,3.46342
3.41823,2.32851,1.98565
15.8481,20.5309,20.8036
11.4709,17.152,18.0054
8.05642,13.8624,15.565
5.72136,11.3821,13.7523
4.64221,10.3944,12.931
18.7193,22.3783,23.3495
11.7685,17.0211,19.1676
5.97416,11.7768,14.3947
20.3136,12.7374,12.3019
15.0098,7.78334,7.41251
10.8537,4.32362,4.06197
7.95233,2.37498,2.20188
5.71591,1.22263,1.13139
22.8118,13.9004,14.0418
15.1687,12.0318,12.037
10.9637,10.5109,10.5362
6.83499,8.61029,8.60698
5.20577,8.42424,7.76421
19.3685,15.2382,14.4484
13.3229,12.6026,12.449
9.22662,10.7324,10.7613
6.19561,9.66775,9.46704
3.72447,9.05954,8.69641
23.6335,16.3915,15.9537
17.7564,10.6388,10.221
13.63,6.84593,6.50432
10.4493,4.20035,3.96426
7.72478,2.37886,2.21074
22.8458,25.8068,26.071
17.2444,22.6341,22.9037
12.2007,19.3622,19.6468
7.62454,16.1229,16.3846
3.86806,12.8181,12.857
16.8389,22.9316,22.8651
10.5392,17.8629,17.7583
4.8796,12.5951,12.4646
3.70058,11.4788,11.3369
14.4459,12.7984,11.9784
9.39318,7.83764,7.15363
5.97345,4.53788,3.93962
3.72226,2.41025,2.00685
2.38633,1.29387,1.02027
15.7156,14.4311,14.1586
11.4697,10.8893,11.4095
8.01126,8.2421,9.88629
5.90858,8.29095,9.41651
5.14144,7.99161,9.4774
13.5771,15.8513,15.0674
10.9727,12.366,12.2445
8.2223,9.87166,11.0549
5.51817,8.95171,10.8018
3.91533,8.67864,10.467
17.2786,15.9655,15.1936
12.3106,10.944,10.1598
8.27871,6.95943,6.26658
5.41629,4.11134,3.57212
3.63772,2.48538,2.0626
16.5179,20.4702,19.8545
12.2088,16.7987,16.491
8.56362,13.1894,13.8498
5.36783,10.2061,11.8583
3.75577,8.96084,10.8759
13.9584,22.6575,23.4053
10.2535,17.3689,19.3691
6.5029,12.2476,14.6693
5.01735,10.4551,12.9407
15.2576,14.7932,12.7045
10.3413,9.95792,8.10744
7.12755,6.02838,4.59236
5.21796,3.50563,2.52102
3.81016,1.98893,1.34513
37.2281,12.9205,16.4732
19.0713,9.51331,12.4502
11.0795,7.28463,9.982
4.55009,5.60997,8.1159
4.79825,5.32327,8.258
20.853,16.5654,14.8943
14.9268,11.7935,12.499
10.091,8.45948,10.2903
5.72289,6.44702,8.93024
2.96173,5.33966,8.1721
16.0557,17.9584,15.937
10.9271,12.6343,10.7893
8.39148,8.46067,6.88209
6.55905,5.43867,4.22035
5.03592,3.36284,2.45938
22.7332,23.4981,25.0205
16.8339,18.4345,21.1578
11.3044,13.7111,17.2203
6.78726,9.89969,13.7469
3.1276,6.53485,10.048
7.33079,23.0452,24.3417
5.51395,16.3978,18.7461
3.48199,10.5443,13.2864
2.8727,9.28188,12.0885
17.979,13.1397,13.071
12.7715,8.17732,8.13485
8.9259,4.75012,4.73098
6.01495,2.54019,2.54185
4.0868,1.3936,1.4052
22.4597,14.4122,13.084
14.1699,11.2423,10.0172
8.94013,8.431,7.56482
5.94193,7.18452,6.24376
3.19013,7.11346,6.09867
17.6547,15.5583,14.5335
12.371,12.2269,11.1049
7.87959,9.86627,8.40672
4.23731,8.13622,6.78056
1.99045,7.25363,6.40126
20.6218,16.3836,16.2592
15.7083,11.3866,11.3992
11.4802,7.29876,7.21374
8.14451,4.41186,4.30832
5.68261,2.56937,2.58228
18.5857,22.7546,21.4012
12.8526,18.8405,16.9121
8.1194,15.2236,13.2747
4.1074,10.8833,9.46719
1.89206,7.76765,6.85389
15.1024,22.4252,21.9606
9.99943,16.8194,15.8172
5.08624,11.4117,10.4071
3.88891,10.1457,9.14488
