PSNRY,PSNRCb,PSNRCr
21.0469,33.1807,30.7094
41.3052,41.8956,41.4585
35.9734,36.0696,36.1534
31.1841,31.4559,30.932
27.4442,27.4688,27.0187
23.4145,23.9613,23.6152
38.283,54.3009,51.1291
32.6079,51.6447,46.9799
27.7469,48.6297,43.446
23.7105,44.593,40.581
20.2282,39.554,37.7284
30.821,36.8124,44.2448
23.7001,29.7376,37.5263
18.1485,24.1573,32.0562
41.1779,41.932,41.4117
35.6501,36.4357,35.9321
30.8427,31.6681,31.2027
26.8698,27.7045,27.2295
23.4414,24.3277,23.8247
53.9443,40.3081,44.4527
34.8791,37.6001,41.7321
28.4002,36.0267,40.2744
23.9468,32.9794,37.1648
20.6761,29.0345,32.0072
41.562,43.1711,43.428
34.3476,38.5837,40.8287
28.2748,36.1285,39.4613
23.7497,34.3654,38.3209
20.1802,32.223,37.1184
41.3227,42.0852,41.8246
35.7342,36.8985,35.9243
31.2723,32.0205,30.8601
26.4977,27.5756,27.8136
23.4347,24.3712,24.0836
37.7762,52.3179,54.5361
32.263,48.0613,51.2202
27.4172,43.8202,47.642
23.5192,40.2883,44.6838
20.068,36.384,41.8265
30.2406,42.9237,48.2367
23.1111,35.9714,41.8994
17.64,30.5301,36.5997
16.5529,29.4627,35.5086
41.1995,41.8764,41.368
35.6951,36.3834,35.8844
30.9511,31.7,31.1598
26.8276,27.6108,27.0618
23.436,24.2801,23.7054
51.2692,39.905,37.6279
37.4247,37.7432,35.8114
29.0329,35.841,34.1484
24.2522,33.4814,32.337
21.0184,29.3831,29.2402
41.5469,43.5314,42.7134
35.4803,38.7909,36.6351
29.2027,36.0019,34.184
24.1315,33.9902,32.657
20.3097,32.6424,31.4884
40.5358,42.4255,41.5392
35.896,35.7701,36.1434
30.1085,31.6425,31.5546
27.2052,28.011,26.8705
23.4434,24.4026,23.619
38.1936,52.7333,51.0822
32.3792,48.3098,46.1616
27.634,44.3008,41.9276
23.5542,40.9185,38.5128
20.0235,38.1355,35.882
30.4139,43.3379,42.3815
23.1757,36.32,35.3267
17.7464,30.931,29.9175
16.623,29.8126,28.7998
41.3082,42.0183,41.4888
35.6239,36.3558,35.8271
30.9566,31.7323,31.2162
26.8088,27.6214,27.0829
23.3457,24.2616,23.6968
41.2887,42.4331,44.7983
33.7821,39.4772,42.2729
28.7983,35.3221,37.3279
26.0047,31.8823,34.2155
22.692,29.0154,33.963
39.9222,44.6195,44.8589
33.2707,41.0507,42.5461
28.0873,37.9488,40.4636
23.6869,34.8604,39.3018
20.296,32.0803,33.9456
40.811,41.6867,41.4505
35.8384,36.8084,35.7356
30.9026,31.7671,31.8556
26.945,27.5456,26.8978
23.1191,24.5916,23.4872
38.1765,52.1539,53.3197
32.5087,48.3758,50.1402
27.6421,44.9403,47.3722
23.3674,41.2716,44.6815
19.9471,37.3637,42.0778
30.2213,47.3574,51.4059
22.9744,40.6249,45.7693
17.5299,35.2701,40.673
16.4025,34.1525,39.5275
41.2034,41.8197,41.3474
35.7571,36.358,35.9014
31.0988,31.6953,31.2576
27.0255,27.6738,27.2258
23.3605,24.0027,23.6429
47.4156,40.5439,42.6914
35.7023,37.1053,38.6836
30.1042,33.7856,34.7826
25.8559,30.0181,30.0917
23.3857,28.0375,28.1801
40.7914,43.7329,43.1903
34.1285,39.0055,40.3068
29.1363,35.7117,36.7036
24.6912,32.1816,32.4035
20.749,29.2481,29.9233
41.4732,41.6154,41.2213
35.5322,36.5409,36.5927
31.1346,31.8165,30.3567
27.3269,27.1962,27.4406
23.3776,24.2672,23.4904
38.8028,48.0341,49.9182
33.1737,43.274,45.4583
28.0991,39.2319,41.164
23.9412,34.9093,36.3649
20.1254,30.6822,32.0732
30.2317,39.973,42.9895
23.0723,32.9156,36.0069
17.6147,27.4692,30.5969
16.4015,26.2602,29.3809
41.3378,41.9666,41.6134
35.7276,36.3844,35.9992
30.822,31.5459,31.2078
26.8756,27.6125,27.254
23.4226,24.2105,23.8859
40.974,43.6321,43.8482
33.2465,41.9902,42.2534
28.0831,38.8857,39.6145
24.576,33.0038,33.7131
21.9149,31.478,32.8196
40.364,44.0486,43.7982
33.4002,42.3653,42.1012
28.0127,40.3426,40.6791
23.7854,38.9923,39.4771
20.1419,36.6687,38.1808
40.6447,41.4567,41.8569
35.9483,36.0097,36.3202
30.7879,31.8925,31.4692
26.9205,27.4852,27.4455
22.9992,23.5369,23.9661
38.1041,54.357,54.6482
32.5908,50.8578,51.2987
27.8101,47.3698,47.8346
23.5182,43.792,44.1969
20.0904,39.7394,41.1005
30.2296,48.0444,49.6885
22.92,41.459,43.2728
17.3762,36.0663,37.9079
16.335,34.9875,36.9136
41.0328,42.1343,41.535
35.4489,36.6068,36.0651
30.6137,31.8745,31.3326
26.4979,27.8582,27.2605
23.0048,24.6113,23.8853
58.4698,38.6129,45.3859
36.848,35.3577,40.9075
29.4698,32.5809,36.8516
25.6186,30.0405,33.2634
22.5369,28.8128,29.5232
41.1768,42.7762,43.9482
33.9966,37.8036,40.9495
28.5844,34.3678,37.8754
24.1906,31.5256,35.1777
20.2023,28.6499,33.6904
41.1984,42.4238,41.2528
35.8924,37.0146,35.7066
30.6145,32.3507,31.3413
26.9965,27.8703,27.4355
23.1191,24.774,23.3898
38.0554,47.3409,52.626
32.501,42.3788,48.6695
27.5043,38.0387,44.8865
23.4503,34.088,40.6887
20.0489,30.7001,36.2666
29.9697,40.6896,45.3401
22.7571,33.5131,38.3317
17.3491,28.104,32.955
16.3047,27.0642,31.9162
41.4054,41.9878,41.5293
35.7682,36.3726,35.9249
31.0922,31.74,31.3098
27.0122,27.644,27.2687
23.3057,23.9475,23.6463
46.7544,43.1403,39.6983
34.4327,40.4716,37.7881
28.2525,38.6035,36.7448
23.9425,34.3297,34.1759
22.0267,32.5011,30.2272
41.3808,44.4858,41.7702
34.1361,40.7302,37.9512
27.9942,38.7532,36.6959
23.6113,36.7538,35.6438
20.1277,34.2064,34.1163
41.5708,42.3979,41.0736
35.5299,36.5033,36.1261
31.1595,31.2674,31.5199
26.5939,28.2651,26.6384
23.7788,23.8401,23.6304
38.0162,54.3254,52.1412
32.3768,50.9105,47.7577
27.3756,47.2213,43.4427
23.3917,43.8428,40.0661
19.9874,39.6512,37.4934
30.0374,39.3733,43.7237
22.9051,32.3716,36.8846
17.426,26.9034,31.418
16.2543,25.7355,30.2598
41.2124,41.8696,41.365
35.7558,36.4339,35.927
30.9956,31.7121,31.2284
26.8499,27.6091,27.0745
23.506,24.2743,23.7195
49.8487,41.7581,40.2379
36.8025,37.1266,35.3271
31.213,33.834,32.0088
26.2316,30.1599,29.3821
22.9586,28.7209,26.541
40.9772,43.9768,42.8626
35.0588,39.1946,37.8796
29.8421,35.2109,32.8758
24.8859,33.3095,30.7548
20.7914,30.9092,28.8612
41.4378,42.0829,41.2555
36.0747,36.6404,36.1598
30.8354,32.1821,31.2087
26.7904,27.6156,27.1419
23.4106,23.6446,24.0518
39.1338,47.6973,46.2776
33.1651,43.1383,41.4484
28.2703,39.9253,37.8872
24.0594,37.0702,34.7241
20.4127,34.0353,31.8131
30.4048,42.7177,39.2887
23.1504,35.6595,32.1516
17.6101,30.1591,26.6076
16.4811,29.028,25.4675
41.2912,42.347,41.6794
35.4806,36.6765,36.0452
30.6171,31.8782,31.3102
26.6304,27.9728,27.4225
23.1282,24.5684,24.0204
41.2378,44.1483,41.9738
33.392,41.8915,39.8006
28.368,38.4268,36.165
25.1316,34.8474,31.8463
21.786,34.7376,29.859
39.9902,44.9818,43.2296
33.4358,41.8928,39.7592
28.0748,39.8938,37.5078
23.9107,38.3388,35.1252
20.2302,34.7437,34.3751
41.1297,42.2578,41.4603
35.525,36.7707,35.9113
30.9715,31.6107,31.7102
26.6792,27.9273,27.3375
22.7372,25.1912,24.0899
37.9609,53.8407,52.7634
32.509,50.3166,48.6532
27.6898,46.9216,44.9085
23.521,44.0698,41.6818
20.0797,41.7983,39.119
30.2331,51.9215,48.7033
22.9472,46.8515,42.1718
17.5064,41.7295,36.8441
16.3321,40.6029,35.7114
41.2749,42.0693,41.4472
35.5956,36.4262,35.7783
30.8958,31.7667,31.138
26.7431,27.6218,27.0142
23.2707,24.2198,23.5787
52.064,34.9158,37.8206
42.0951,34.4494,37.0684
31.3162,31.4592,33.8584
25.8705,28.3693,29.8639
22.999,25.837,26.6511
41.3707,42.9885,43.9757
35.6469,36.7821,38.0359
29.5956,32.7904,34.1216
24.522,29.6593,31.4615
20.6486,26.1427,28.647
40.912,42.2434,41.5734
35.5264,36.4381,35.3592
30.8529,31.5908,31.3849
27.1535,27.992,26.8699
22.9193,24.6253,23.1964
38.8231,43.5947,47.2755
33.1152,38.3325,42.1308
28.0737,34.4133,37.968
23.5615,30.8146,34.6123
20.0884,26.5233,30.4776
32.7519,33.6832,35.3324
25.6404,26.5871,28.2319
20.0408,21.01,22.625
17.7434,18.7082,20.3316
41.2999,42.0454,41.5108
35.6057,36.387,35.8975
30.8393,31.672,31.2075
26.8322,27.6747,27.2757
23.2621,24.0984,23.7381
41.5254,42.0029,45.14
35.8551,36.9535,39.8022
31.8209,33.4683,35.2849
27.7249,28.174,33.5156
27.7249,28.174,33.5156
39.911,44.5065,45.1916
34.0192,39.2645,41.2343
28.8107,34.0374,38.8272
24.4891,31.9692,31.4224
22.3229,24.5648,31.3889
41.2072,42.2477,41.6239
36.4421,36.597,35.5376
30.8467,31.7123,31.2334
26.9252,27.1387,27.5764
24.0613,24.3878,23.6348
38.8371,47.2005,50.4994
32.7887,42.1963,46.0544
27.6695,36.6123,41.9637
23.5185,32.486,38.1686
19.8442,28.7859,35.1326
30.2034,39.4655,44.1513
23.0411,32.3868,37.2481
17.7245,27.0767,31.962
16.4782,25.8347,30.7424
41.2719,41.8744,41.4193
35.8369,36.4329,35.9527
30.9004,31.534,31.0717
27.0091,27.6595,27.166
23.3655,24.0866,23.5257
41.0969,42.587,44.6544
34.5318,38.4536,40.5616
28.8605,33.4994,32.7323
28.0376,31.6064,32.1561
25.0743,26.5117,31.6637
39.6707,44.6026,45.1728
33.353,40.3667,42.061
28.3435,36.6629,39.5389
23.883,34.9754,37.6572
20.3338,32.4687,31.6344
41.3974,41.6088,41.6448
35.8261,36.5458,36.0643
31.175,31.5637,31.5037
27.5183,27.6836,26.9809
23.4892,24.1912,23.8182
38.1248,49.6614,50.6702
32.5366,46.058,47.827
27.6871,42.4732,45.2261
23.6228,39.0701,42.602
20.2198,36.0485,39.6186
30.6622,39.5421,45.7334
23.4515,32.3625,39.0253
17.9301,26.89,33.5473
41.2385,41.8804,41.3912
35.6715,36.3313,35.8445
30.9261,31.571,31.0889
27.0452,27.7469,27.242
23.3839,24.0872,23.6056
43.1539,41.9651,42.3828
33.7667,39.9514,40.075
28.2818,38.0401,38.0429
23.6526,34.0566,34.2085
21.8086,32.5005,30.8292
40.3988,44.1764,43.1465
33.7917,41.0051,40.6346
28.1428,38.3923,38.3627
23.8527,36.5687,36.2167
20.3963,34.1322,33.728
41.655,42.5075,41.2217
35.5527,36.6554,36.1875
30.7609,31.9534,31.1398
27.1651,27.6062,26.8708
23.8001,23.89,23.3162
37.9769,54.1551,54.8052
32.5321,50.5515,51.4023
27.7476,46.9493,47.8991
23.4937,43.6477,44.457
20.0138,40.3761,40.6897
30.151,43.2111,44.2402
23.0707,36.2923,37.4314
17.5697,30.8907,31.9799
16.4665,29.7685,30.8847
41.29,41.9374,41.4181
35.7034,36.3629,35.9166
31.1288,31.8406,31.3182
27.014,27.6913,27.203
23.3904,24.1883,23.6431
41.6676,42.3272,43.1931
34.9497,37.6435,39.1756
30.1322,32.8559,35.2457
26.4993,30.4517,31.2742
24.5449,29.7399,30.5844
39.8222,44.3442,44.1434
33.8518,39.3174,40.348
28.489,35.1859,37.2613
23.9607,32.5321,35.9266
20.4051,31.0466,30.1622
41.0979,42.1524,41.1379
35.6225,36.8158,36.4448
31.4085,31.5252,31.0963
26.8835,28.2143,27.2932
23.9385,23.9764,23.7216
38.0657,48.9323,49.0527
32.2687,44.7512,45.5831
27.2417,40.4135,42.7094
23.1716,36.1078,39.8537
19.8574,32.7716,36.5413
30.7181,37.4682,45.2852
23.3783,30.1755,38.3425
18.0099,24.8125,33.0278
16.2076,23.0183,31.2344
41.0991,42.1191,41.4816
35.7429,36.8723,36.2873
30.7941,32.0023,31.4541
26.696,27.9362,27.4393
23.079,24.4179,23.8263
57.3918,38.275,43.8126
37.3944,35.3322,39.9706
29.9358,32.7752,36.6609
24.0596,29.3171,31.7722
22.0005,28.2387,30.6795
41.5034,43.0203,43.2497
34.7852,37.8408,40.428
29.2696,34.1615,37.2901
24.4237,31.6717,34.5435
20.7858,29.4363,31.5963
40.7733,41.6191,41.8013
35.7441,36.5202,36.4322
30.6854,32.0067,31.6005
27.0539,27.3,27.4935
23.1286,24.5713,24.1593
38.428,48.6741,53.0192
32.7589,43.5612,48.8274
27.6763,39.0342,44.6119
23.7688,35.4654,40.7481
20.2699,31.8878,36.1274
29.9331,40.2039,44.1006
22.773,33.2664,37.2292
17.2903,27.7455,31.7379
16.1356,26.5885,30.5821
41.2633,41.8729,41.4376
35.6948,36.344,35.9183
31.0484,31.7296,31.3097
26.8824,27.5634,27.1825
23.4661,24.1504,23.8392
45.2506,42.4393,40.6843
35.2945,38.8863,37.4397
29.3496,34.9427,34.1452
26.108,31.9232,31.2171
22.5933,29.9033,28.2663
40.9249,43.9766,42.3031
34.2074,40.1826,38.5772
28.5941,37.0622,35.4126
24.4202,34.1137,32.4626
20.8813,30.8468,30.6744
41.0644,41.8559,41.2478
35.5415,36.2348,36.5791
31.336,32.0175,30.8871
27.0739,27.1968,27.1697
23.4758,23.494,23.9435
38.2119,50.9258,48.9588
32.5589,46.7062,44.3522
27.9146,42.9073,40.71
23.866,38.1865,36.8108
20.5394,33.4176,32.9523
30.4687,44.8926,40.0217
23.3588,38.1232,32.9658
17.9774,32.8023,27.632
16.7595,31.5873,26.4191
